Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
324	55,7	324	64
325	56,2	325	63
326	56,5	326	63
327	57	327	63
328	57,5	328	63
329	57,9	329	64
330	58,2	330	64
331	58,7	331	63
332	59	332	63
333	59,5	333	63
334	59,7	334	63
335	60	335	63
336	60,4	336	63
337	60,7	337	63
338	61	338	63
339	61,2	339	63
340	61,5	340	64
341	61,7	341	63
342	62	342	63
343	62,2	343	62
344	62,5	344	62
345	62,9	345	62
346	63	346	62
347	63,4	347	62
348	63,5	348	61
349	63,7	349	61
350	64	350	62
351	64,3	351	62
352	64,5	352	62
353	64,5	353	62
354	64,8	354	62
355	65	355	62
356	65,1	356	62
357	65,3	357	63
358	65,5	358	63
359	65,6	359	62
360	65,8	360	62
361	66	361	62
362	66	362	62
363	66,1	363	63
364	66,3	364	63
365	66,5	365	62
366	66,5	366	62
367	66,6	367	63
368	66,6	368	62
369	66,9	369	62
370	66,9	370	63
371	67	371	63
372	67,1	372	64
373	67,3	373	64
374	67,4	374	63
375	67,4	375	63
376	67,5	376	63
377	67,5	377	63
378	67,6	378	63
379	67,8	379	63
380	67,9	380	63
381	67,9	381	63
382	68	382	63
383	68	383	63
384	68,1	384	63
385	68,1	385	63
386	68,3	386	63
387	68,4	387	64
388	68,5	388	64
389	68,5	389	64
390	68,6	390	64
391	68,8	391	63
392	68,9	392	63
393	69	393	63
394	69	394	63
395	69,1	395	63
396	69,3	396	64
397	69,5	397	63
398	69,5	398	63
399	69,6	399	63
400	69,9	400	63
401	70	401	64
402	70,1	402	63
403	70,4	403	63
404	70,5	404	63
405	70,5	405	63
406	70,8	406	63
407	71	407	65
408	71	408	64
409	71,1	409	64
410	71,4	410	64
411	71,5	411	64
412	71,6	412	63
413	71,8	413	63
414	71,9	414	63
415	72	415	64
416	72,1	416	65
417	72,4	417	63
418	72,5	418	63
419	72,6	419	64
420	72,8	420	64
421	72,9	421	64
422	73	422	64
423	73,1	423	64
424	73,4	424	64
425	73,5	425	63
426	73,6	426	63
427	73,9	427	62
428	74	428	63
429	74	429	63
430	74,3	430	64
431	74,5	431	64
432	74,5	432	64
433	74,6	433	64
434	74,8	434	64
435	75	435	64
436	75	436	64
437	75,1	437	65
438	75,4	438	64
439	75,5	439	63
440	75,5	440	64
441	75,6	441	64
442	75,8	442	64
443	76	443	64
444	76	444	65
445	76,1	445	65
446	76,3	446	64
447	76,4	447	64
448	76,5	448	64
449	76,5	449	64
450	76,8	450	65
451	76,9	451	64
452	77	452	64
453	77	453	64
454	77,1	454	64
455	77,3	455	65
456	77,4	456	64
457	77,5	457	64
458	77,5	458	64
459	77,6	459	64
460	77,8	460	64
461	78	461	64
462	78	462	65
463	78	463	64
464	78,1	464	64
465	78,3	465	64
466	78,4	466	64
467	78,5	467	64
468	78,5	468	65
469	78,6	469	65
470	78,8	470	65
471	78,9	471	64
472	79	472	64
473	79	473	64
474	79,1	474	66
475	79,3	475	65
476	79,5	476	65
477	79,5	477	66
478	79,6	478	65
479	79,8	479	65
480	79,9	480	64
481	80	481	65
482	80,1	482	65
483	80,3	483	65
484	80,4	484	65
485	80,5	485	65
486	80,5	486	65
487	80,6	487	65
488	80,8	488	65
489	80,9	489	65
490	81	490	65
491	81	491	64
492	81	492	65
493	81,1	493	66
494	81,3	494	66
495	81,3	495	66
496	81,4	496	66
497	81,5	497	67
498	81,5	498	67
499	81,6	499	66
500	81,6	500	66
501	81,8	501	66
502	81,9	502	65
503	82	503	65
504	82	504	66
505	82,1	505	67
506	82,3	506	66
507	82,3	507	67
508	82,4	508	68
509	82,5	509	67
510	82,5	510	66
511	82,6	511	66
512	82,8	512	66
513	82,9	513	67
514	83	514	67
515	83	515	67
516	83,1	516	67
517	83,3	517	68
518	83,4	518	68
519	83,5	519	68
520	83,5	520	67
521	83,6	521	67
522	83,8	522	67
523	83,9	523	68
524	84	524	68
525	84	525	68
526	84,1	526	68
527	84,3	527	69
528	84,4	528	69
529	84,4	529	68
530	84,5	530	68
531	84,5	531	68
532	84,6	532	69
533	84,8	533	68
534	84,8	534	68
535	84,9	535	68
536	85	536	68
537	85	537	69
538	85	538	69
539	85,1	539	69
540	85,3	540	69
541	85,4	541	69
542	85,4	542	69
543	85,5	543	69
544	85,5	544	69
545	85,6	545	70
546	85,6	546	69
547	85,8	547	69
548	85,9	548	69
549	85,9	549	70
550	86	550	70
551	86	551	70
552	86	552	70
553	86,1	553	70
554	86,3	554	70
555	86,3	555	70
556	86,4	556	70
557	86,5	557	70
558	86,5	558	70
559	86,6	559	70
560	86,6	560	70
561	86,8	561	71
562	86,9	562	71
563	87	563	71
564	87	564	70
565	87	565	70
566	87,1	566	71
567	87,3	567	71
568	87,3	568	70
569	87,4	569	70
