Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)						
1226	121,5	1226	177						
1227	121,5	1227	177						
1228	121,5	1228	178						
1229	121,5	1229	177						
1230	121,5	1230	177						
1231	121,5	1231	178						
1232	121,5	1232	178						
1233	121,5	1233	177						
1234	121,5	1234	178						
1235	121,5	1235	178						
1236	121,5	1236	178						
1237	121,5	1237	178						
1238	121,5	1238	179						
1239	121,5	1239	179						
1240	121,5	1240	179						
1241	121,5	1241	178						
1242	121,5	1242	177						
1243	121,5	1243	177						
1244	121,5	1244	177						
1245	121,5	1245	176						
1246	121,5	1246	176						
1247	121,5	1247	177						
1248	121,6	1248	178						
1249	121,6	1249	179						
1250	121,6	1250	179						
1251	121,6	1251	179						
1252	121,6	1252	179						
1253	121,6	1253	178						
1254	121,6	1254	178						
1255	121,6	1255	177						
1256	121,6	1256	178						
1257	121,6	1257	178						
1258	121,6	1258	178						
1259	121,6	1259	177						
1260	121,5	1260	177						
1261	121,6	1261	178						
1262	121,5	1262	177						
1263	121,5	1263	177						
1264	121,5	1264	177						
1265	121,5	1265	177						
1266	121,5	1266	178						
1267	121,5	1267	178						
1268	121,5	1268	177						
1269	121,5	1269	177						
1270	121,5	1270	177						
1271	121,5	1271	178						
1272	121,5	1272	178						
1273	121,5	1273	178						
1274	121,5	1274	178						
1275	121,5	1275	178						
1276	121,5	1276	177						
1277	121,5	1277	178						
1278	121,5	1278	178						
1279	121,5	1279	178						
1280	121,5	1280	179						
1281	121,5	1281	179						
1282	121,5	1282	178						
1283	121,5	1283	179						
1284	121,5	1284	178						
1285	121,5	1285	178						
1286	121,5	1286	178						
1287	121,5	1287	178						
1288	121,5	1288	178						
1289	121,5	1289	178						
1290	121,5	1290	179						
1291	121,5	1291	179						
1292	121,5	1292	179						
1293	121,5	1293	178						
1294	121,5	1294	178						
1295	121,5	1295	178						
1296	121,5	1296	178						
1297	121,5	1297	177						
1298	121,5	1298	178						
1299	121,5	1299	178						
1300	121,5	1300	179						
1301	121,5	1301	180						
1302	121,5	1302	179						
1303	121,5	1303	179						
1304	121,6	1304	178						
1305	121,6	1305	178						
1306	121,6	1306	178						
1307	121,6	1307	178						
1308	121,6	1308	178						
1309	121,6	1309	179						
1310	121,6	1310	178						
1311	121,6	1311	178						
1312	121,6	1312	179						
1313	121,6	1313	178						
1314	121,6	1314	178						
1315	121,6	1315	178						
1316	121,6	1316	178						
1317	121,6	1317	179						
1318	121,6	1318	179						
1319	121,6	1319	179						
1320	121,6	1320	179						
1321	121,6	1321	178						
1322	121,6	1322	177						
1323	121,6	1323	178						
1324	121,6	1324	178						
1325	121,6	1325	177						
1326	121,6	1326	177						
1327	121,6	1327	177						
1328	121,5	1328	178						
1329	121,5	1329	178						
1330	121,5	1330	178						
1331	121,6	1331	178						
1332	121,6	1332	178						
1333	121,5	1333	179						
1334	121,5	1334	179						
1335	121,5	1335	178						
1336	121,5	1336	178						
1337	121,5	1337	179						
1338	121,5	1338	179						
1339	121,5	1339	179						
1340	121,5	1340	178						
1341	121,5	1341	178						
1342	121,5	1342	177						
1343	121,5	1343	177						
1344	121,5	1344	178						
1345	121,5	1345	177						
1346	121,5	1346	178						
1347	121,6	1347	178						
1348	121,6	1348	178						
1349	121,6	1349	179						
1350	121,6	1350	180						
1351	121,6	1351	179						
1352	121,6	1352	178						
1353	121,6	1353	178						
1354	121,6	1354	178						
1355	121,5	1355	178						
1356	121,5	1356	178						
1357	121,5	1357	179						
1358	121,5	1358	179						
1359	121,5	1359	178						
1360	121,5	1360	178						
1361	121,6	1361	178						
1362	121,6	1362	178						
1363	121,6	1363	177						
1364	121,6	1364	178						
1365	121,6	1365	179						
1366	121,5	1366	178						
1367	121,5	1367	178						
1368	121,6	1368	178						
1369	121,5	1369	180						
1370	121,6	1370	180						
1371	121,6	1371	179						
1372	121,6	1372	179						
1373	121,6	1373	178						
1374	121,6	1374	177						
1375	121,6	1375	177						
1376	121,6	1376	177						
1377	121,6	1377	178						
1378	121,6	1378	179						
1379	121,6	1379	179						
1380	121,6	1380	178						
1381	121,6	1381	178						
1382	121,6	1382	178						
1383	121,6	1383	178						
1384	121,6	1384	178						
1385	121,6	1385	178						
1386	121,6	1386	179						
1387	121,6	1387	179						
1388	121,6	1388	180						
1389	121,6	1389	179						
1390	121,6	1390	179						
1391	121,6	1391	178						
1392	121,6	1392	179						
1393	121,6	1393	180						
1394	121,6	1394	179						
1395	121,6	1395	178						
1396	121,6	1396	178						
1397	121,6	1397	179						
1398	121,6	1398	180						
1399	121,6	1399	179						
1400	121,6	1400	179						
1401	121,6	1401	178						
1402	121,6	1402	178						
1403	121,6	1403	178						
1404	121,6	1404	178						
1405	121,6	1405	178						
1406	121,6	1406	178						
1407	121,6	1407	179						
1408	121,6	1408	180						
1409	121,6	1409	179						
1410	121,6	1410	179						
1411	121,6	1411	178						
1412	121,6	1412	179						
1413	121,6	1413	179						
1414	121,6	1414	178						
1415	121,6	1415	178						
1416	121,6	1416	177						
1417	121,6	1417	178						
1418	121,6	1418	179						
1419	121,6	1419	180						
1420	121,6	1420	179						
1421	121,6	1421	179						
1422	121,6	1422	179						
1423	121,6	1423	180						
1424	121,6	1424	179						
1425	121,6	1425	177						
1426	121,6	1426	178						
1427	121,6	1427	178						
1428	121,6	1428	178						
1429	121,6	1429	178						
1430	121,6	1430	178						
1431	121,6	1431	179						
1432	121,6	1432	179						
1433	121,6	1433	179						
1434	121,6	1434	178						
1435	121,6	1435	177						
1436	121,6	1436	178						
1437	121,6	1437	179						
1438	121,6	1438	180						
1439	121,6	1439	180						
1440	121,6	1440	180						
1441	121,6	1441	179						
1442	121,6	1442	178						
1443	121,6	1443	178						
1444	121,6	1444	178						
1445	121,6	1445	178						
1446	121,6	1446	178						
1447	121,6	1447	179						
1448	121,6	1448	179						
1449	121,6	1449	179						
1450	121,6	1450	178						
1451	121,6	1451	179						
1452	121,6	1452	179						
1453	121,6	1453	179						
1454	121,6	1454	179						
1455	121,6	1455	178						
1456	121,6	1456	178						
1457	121,6	1457	179						
1458	121,6	1458	179						
1459	121,6	1459	178						
1460	121,6	1460	178						
1461	121,6	1461	178						
1462	121,6	1462	178						
1463	121,6	1463	178						
1464	121,6	1464	178						
1465	121,6	1465	178						
1466	121,6	1466	178						
1467	121,6	1467	180						
1468	121,6	1468	180						
1469	121,6	1469	180						
1470	121,6	1470	179						
1471	121,6	1471	178						
1472	121,6	1472	178						
1473	121,6	1473	178						
1474	121,6	1474	179						
1475	121,6	1475	179						
1476	121,6	1476	179						
1477	121,6	1477	178						
1478	121,5	1478	179						
1479	121,6	1479	178						
1480	121,6	1480	179						
1481	121,6	1481	179						
1482	121,6	1482	179						
1483	121,6	1483	179						
1484	121,6	1484	179						
1485	121,6	1485	179						
1486	121,6	1486	179						
1487	121,6	1487	179						
1488	121,6	1488	180						
1489	121,6	1489	179						
1490	121,6	1490	179						
1491	121,6	1491	179						
1492	121,6	1492	178						
1493	121,6	1493	178						
1494	121,6	1494	179						
1495	121,6	1495	179						
1496	121,6	1496	178						
1497	121,6	1497	178						
1498	121,6	1498	178						
1499	121,6	1499	178						
1500	121,6	1500	179						
1501	121,8	1501	179						
1502	121,8	1502	178						
1503	121,8	1503	179						
1504	121,8	1504	179						
1505	121,8	1505	179						
1506	121,8	1506	179						
1507	121,8	1507	178						
1508	121,8	1508	180						
1509	121,8	1509	179						
1510	121,8	1510	179						
1511	121,8	1511	179						
1512	121,8	1512	179						
1513	121,8	1513	178						
1514	121,8	1514	178						
1515	121,8	1515	179						
1516	121,8	1516	179						
1517	121,6	1517	179						
1518	121,6	1518	178						
1519	121,6	1519	179						
1520	121,6	1520	179						
1521	121,6	1521	179						
1522	121,6	1522	179						
1523	121,6	1523	179						
1524	121,6	1524	178						
1525	121,6	1525	179						
1526	121,6	1526	179						
1527	121,6	1527	179						
1528	121,6	1528	180						
1529	121,6	1529	180						
1530	121,6	1530	179						
1531	121,6	1531	178						
1532	121,6	1532	179						
1533	121,6	1533	179						
1534	121,6	1534	178						
1535	121,6	1535	178						
1536	121,6	1536	178						
1537	121,6	1537	178						
1538	121,6	1538	179						
1539	121,6	1539	179						
1540	121,6	1540	179						
1541	121,6	1541	179						
1542	121,6	1542	179						
1543	121,6	1543	178						
1544	121,6	1544	178						
1545	121,6	1545	178						
1546	121,6	1546	178						
1547	121,6	1547	178						
1548	121,6	1548	179						
1549	121,6	1549	179						
1550	121,6	1550	178						
1551	121,6	1551	178						
1552	121,6	1552	179						
1553	121,6	1553	180						
1554	121,6	1554	180						
1555	121,6	1555	179						
1556	121,6	1556	178						
1557	121,6	1557	179						
1558	121,6	1558	179						
1559	121,6	1559	179						
1560	121,6	1560	178						
1561	121,6	1561	179						
1562	121,6	1562	178						
1563	121,6	1563	179						
1564	121,6	1564	179						
1565	121,6	1565	179						
1566	121,6	1566	178						
1567	121,6	1567	178						
1568	121,6	1568	179						
1569	121,6	1569	179						
1570	121,6	1570	180						
1571	121,6	1571	180						
1572	121,6	1572	180						
1573	121,6	1573	179						
1574	121,6	1574	179						
1575	121,6	1575	178						
1576	121,6	1576	179						
1577	121,6	1577	179						
1578	121,6	1578	178						
1579	121,6	1579	179						
1580	121,6	1580	178						
1581	121,6	1581	179						
1582	121,6	1582	178						
1583	121,6	1583	179						
1584	121,6	1584	180						
1585	121,6	1585	179						
1586	121,6	1586	178						
1587	121,6	1587	178						
1588	121,6	1588	179						
1589	121,6	1589	179						
1590	121,6	1590	178						
1591	121,6	1591	179						
1592	121,6	1592	179						
1593	121,6	1593	179						
1594	121,6	1594	179						
1595	121,6	1595	179						
1596	121,6	1596	179						
1597	121,6	1597	179						
1598	121,6	1598	179						
1599	121,6	1599	178						
1600	121,6	1600	178						
1601	121,6	1601	179						
1602	121,6	1602	179						
1603	121,6	1603	178						
1604	121,6	1604	178						
1605	121,6	1605	179						
1606	121,6	1606	178						
1607	121,6	1607	179						
1608	121,6	1608	179						
1609	121,6	1609	179						
1610	121,6	1610	180						
1611	121,6	1611	180						
1612	121,6	1612	180						
1613	121,6	1613	179						
1614	121,6	1614	179						
1615	121,6	1615	179						
1616	121,6	1616	178						
1617	121,6	1617	178						
1618	121,6	1618	179						
1619	121,6	1619	179						
1620	121,6	1620	180						
1621	121,6	1621	180						
1622	121,6	1622	180						
1623	121,6	1623	179						
1624	121,6	1624	178						
1625	121,6	1625	179						
1626	121,6	1626	179						
1627	121,6	1627	179						
1628	121,6	1628	179						
1629	121,6	1629	180						
1630	121,6	1630	181						
1631	121,6	1631	180						
1632	121,6	1632	180						
1633	121,6	1633	179						
1634	121,8	1634	179						
1635	121,8	1635	178						
1636	121,6	1636	178						
1637	121,6	1637	179						
1638	121,6	1638	180						
1639	121,6	1639	180						
1640	121,6	1640	180						
1641	121,6	1641	180						
1642	121,6	1642	179						
1643	121,6	1643	179						
1644	121,6	1644	179						
1645	121,6	1645	178						
1646	121,6	1646	177						
1647	121,6	1647	178						
1648	121,6	1648	179						
1649	121,6	1649	179						
1650	121,6	1650	179						
1651	121,6	1651	180						
1652	121,6	1652	180						
1653	121,6	1653	179						
1654	121,6	1654	180						
1655	121,6	1655	179						
1656	121,6	1656	179						
1657	121,6	1657	179						
1658	121,6	1658	180						
1659	121,6	1659	180						
1660	121,6	1660	180						
1661	121,6	1661	180						
1662	121,6	1662	180						
1663	121,6	1663	179						
1664	121,6	1664	179						
1665	121,6	1665	178						
1666	121,6	1666	178						
1667	121,6	1667	179						
1668	121,6	1668	180						
1669	121,6	1669	179						
1670	121,6	1670	179						
1671	121,6	1671	180						
1672	121,6	1672	179						
1673	121,6	1673	179						
1674	121,8	1674	178						
1675	121,8	1675	178						
1676	121,8	1676	179						
1677	121,8	1677	179						
1678	121,8	1678	180						
1679	121,8	1679	179						
1680	121,8	1680	180						
1681	121,8	1681	180						
1682	121,8	1682	179						
1683	121,8	1683	180						
1684	121,8	1684	180						
1685	121,8	1685	179						
1686	121,8	1686	179						
1687	121,8	1687	179						
1688	121,8	1688	180						
1689	121,8	1689	179						
1690	121,8	1690	180						
1691	121,8	1691	180						
1692	121,8	1692	180						
1693	121,8	1693	180						
1694	121,8	1694	179						
1695	121,8	1695	179						
1696	121,8	1696	179						
1697	121,8	1697	179						
1698	121,8	1698	180						
1699	121,8	1699	180						
1700	121,8	1700	179						
1701	121,8	1701	179						
1702	121,8	1702	179						
1703	121,6	1703	179						
1704	121,6	1704	179						
1705	121,6	1705	178						
1706	121,6	1706	178						
1707	121,6	1707	178						
1708	121,6	1708	179						
1709	121,6	1709	180						
1710	121,6	1710	180						
1711	121,6	1711	179						
1712	121,6	1712	179						
1713	121,6	1713	179						
1714	121,6	1714	179						
1715	121,5	1715	179						
1716	121,5	1716	179						
1717	121,5	1717	179						
1718	121,5	1718	179						
1719	121,5	1719	179						
1720	121,5	1720	179						
1721	121,6	1721	179						
1722	121,6	1722	179						
1723	121,6	1723	180						
1724	121,6	1724	180						
1725	121,6	1725	179						
1726	121,6	1726	178						
1727	121,6	1727	178						
1728	121,6	1728	180						
1729	121,6	1729	179						
1730	121,6	1730	179						
1731	121,6	1731	179						
1732	121,8	1732	178						
1733	121,8	1733	178						
1734	121,8	1734	179						
1735	121,8	1735	179						
1736	121,8	1736	179						
1737	121,8	1737	179						
1738	121,8	1738	179						
1739	121,8	1739	179						
1740	121,8	1740	179						
1741	121,8	1741	179						
1742	121,6	1742	180						
1743	121,6	1743	179						
1744	121,6	1744	178						
1745	121,6	1745	178						
1746	121,6	1746	178						
1747	121,6	1747	178						
1748	121,6	1748	179						
1749	121,6	1749	180						
1750	121,6	1750	179						
1751	121,6	1751	180						
1752	121,6	1752	179						
1753	121,6	1753	178						
1754	121,6	1754	178						
1755	121,6	1755	179						
1756	121,6	1756	178						
1757	121,6	1757	178						
1758	121,6	1758	180						
1759	121,6	1759	180						
1760	121,8	1760	180						
1761	121,6	1761	180						
1762	121,8	1762	180						
1763	121,8	1763	180						
1764	121,8	1764	179						
1765	121,8	1765	180						
1766	121,8	1766	179						
1767	121,8	1767	178						
1768	121,8	1768	179						
1769	121,8	1769	179						
1770	121,8	1770	179						
1771	121,8	1771	180						
1772	121,8	1772	179						
1773	121,8	1773	179						
1774	121,8	1774	178						
1775	121,8	1775	178						
1776	121,8	1776	178						
1777	121,6	1777	179						
1778	121,6	1778	179						
1779	121,8	1779	179						
1780	121,6	1780	180						
1781	121,6	1781	181						
1782	121,8	1782	179						
1783	121,8	1783	179						
1784	121,8	1784	179						
1785	121,8	1785	180						
1786	121,8	1786	179						
1787	121,8	1787	179						
1788	121,8	1788	179						
1789	121,8	1789	179						
1790	121,8	1790	179						
1791	121,8	1791	180						
1792	121,8	1792	180						
1793	121,8	1793	180						
1794	121,8	1794	180						
1795	121,8	1795	179						
1796	121,8	1796	179						
1797	121,8	1797	179						
1798	121,8	1798	179						
1799	121,8	1799	180						
1800	121,8	1800	180						
1801	121,8	1801	180						
1802	121,8	1802	179						
1803	121,8	1803	179						
1804	121,6	1804	179						
1805	121,6	1805	178						
1806	121,6	1806	178						
1807	121,6	1807	179						
1808	121,6	1808	178						
1809	121,6	1809	179						
1810	121,6	1810	179						
1811	121,6	1811	179						
1812	121,6	1812	178						
1813	121,6	1813	178						
1814	121,6	1814	178						
1815	121,6	1815	178						
1816	121,6	1816	179						
1817	121,6	1817	179						
1818	121,6	1818	179						
1819	121,5	1819	180						
1820	121,6	1820	181						
1821	121,6	1821	181						
1822	121,6	1822	180						
1823	121,6	1823	179						
1824	121,6	1824	179						
1825	121,6	1825	179						
1826	121,6	1826	178						
1827	121,6	1827	178						
1828	121,6	1828	179						
1829	121,8	1829	179						
1830	121,8	1830	178						
1831	121,8	1831	179						
1832	121,8	1832	179						
1833	121,8	1833	179						
1834	121,8	1834	179						
1835	121,8	1835	179						
1836	121,8	1836	178						
1837	121,8	1837	179						
1838	121,8	1838	180						
1839	121,6	1839	179						
1840	121,6	1840	180						
1841	121,6	1841	180						
1842	121,6	1842	179						
1843	121,6	1843	178						
1844	121,6	1844	178						
1845	121,6	1845	179						
1846	121,6	1846	179						
1847	121,6	1847	178						
1848	121,6	1848	180						
1849	121,6	1849	181						
1850	121,6	1850	180						
1851	121,6	1851	180						
1852	121,6	1852	179						
1853	121,6	1853	179						
1854	121,6	1854	179						
1855	121,8	1855	179						
1856	121,6	1856	178						
1857	121,6	1857	178						
1858	121,6	1858	179						
1859	121,6	1859	179						
1860	121,8	1860	179						
1861	121,8	1861	180						
1862	121,8	1862	179						
1863	121,6	1863	179						
1864	121,6	1864	179						
1865	121,6	1865	179						
1866	121,6	1866	179						
1867	121,6	1867	179						
1868	121,6	1868	179						
1869	121,6	1869	178						
1870	121,6	1870	180						
1871	121,6	1871	180						
1872	121,6	1872	180						
1873	121,6	1873	179						
1874	121,6	1874	179						
1875	121,6	1875	179						
1876	121,6	1876	179						
1877	121,6	1877	180						
1878	121,6	1878	180						
1879	121,6	1879	179						
1880	121,6	1880	179						
1881	121,6	1881	179						
1882	121,6	1882	180						
1883	121,6	1883	179						
1884	121,6	1884	178						
1885	121,6	1885	179						
1886	121,6	1886	179						
1887	121,6	1887	179						
1888	121,6	1888	180						
1889	121,6	1889	180						
1890	121,6	1890	180						
1891	121,6	1891	180						
1892	121,6	1892	180						
1893	121,6	1893	179						
1894	121,6	1894	179						
1895	121,6	1895	179						
1896	121,6	1896	179						
1897	121,6	1897	179						
1898	121,6	1898	180						
1899	121,6	1899	180						
1900	121,6	1900	179						
1901	121,6	1901	179						
1902	121,6	1902	180						
1903	121,8	1903	179						
1904	121,8	1904	179						
1905	121,8	1905	179						
1906	121,8	1906	179						
1907	121,6	1907	179						
1908	121,6	1908	179						
1909	121,6	1909	180						
1910	121,6	1910	180						
1911	121,6	1911	180						
1912	121,6	1912	180						
1913	121,6	1913	179						
1914	121,8	1914	179						
1915	121,8	1915	180						
1916	121,6	1916	179						
1917	121,6	1917	180						
1918	121,6	1918	180						
1919	121,8	1919	180						
1920	121,8	1920	180						
1921	121,6	1921	180						
1922	121,8	1922	180						
1923	121,8	1923	180						
1924	121,8	1924	179						
1925	121,8	1925	179						
1926	121,8	1926	179						
1927	121,8	1927	180						
1928	121,8	1928	180						
1929	121,6	1929	179						
1930	121,6	1930	179						
1931	121,6	1931	178						
1932	121,8	1932	179						
1933	121,8	1933	180						
1934	121,8	1934	180						
1935	121,6	1935	180						
1936	121,6	1936	180						
1937	121,6	1937	179						
1938	121,6	1938	180						
1939	121,8	1939	180						
1940	121,6	1940	180						
1941	121,8	1941	180						
1942	121,6	1942	180						
1943	121,8	1943	179						
1944	121,8	1944	179						
1945	121,8	1945	179						
1946	121,8	1946	178						
1947	121,8	1947	179						
1948	121,8	1948	180						
1949	121,6	1949	179						
1950	121,6	1950	179						
1951	121,6	1951	179						
1952	121,8	1952	179						
1953	121,8	1953	179						
1954	121,8	1954	180						
1955	121,8	1955	179						
1956	121,8	1956	179						
1957	121,6	1957	178						
1958	121,6	1958	179						
1959	121,6	1959	179						
1960	121,6	1960	179						
1961	121,8	1961	180						
1962	121,8	1962	180						
1963	121,8	1963	180						
1964	121,8	1964	179						
1965	121,8	1965	179						
1966	121,8	1966	178						
1967	121,8	1967	179						
1968	121,8	1968	179						
1969	121,8	1969	180						
1970	121,8	1970	180						
1971	121,8	1971	180						
1972	121,8	1972	180						
1973	121,8	1973	180						
1974	121,8	1974	180						
1975	121,8	1975	179						
1976	121,8	1976	179						
1977	121,8	1977	179						
1978	121,8	1978	180						
1979	121,8	1979	179						
1980	121,8	1980	179						
1981	121,8	1981	179						
1982	121,8	1982	179						
1983	121,8	1983	180						
1984	121,8	1984	180						
1985	121,8	1985	180						
1986	121,8	1986	180						
1987	121,8	1987	180						
1988	121,8	1988	180						
1989	121,8	1989	180						
1990	121,8	1990	179						
1991	121,8	1991	179						
1992	121,6	1992	180						
1993	121,8	1993	180						
1994	121,6	1994	179						
1995	121,6	1995	179						
1996	121,6	1996	178						
1997	121,6	1997	178						
1998	121,6	1998	179						
1999	121,6	1999	180						
2000	121,6	2000	180						
2001	121,6	2001	180						
2002	121,6	2002	179						
2003	121,6	2003	179						
2004	121,6	2004	180						
2005	121,6	2005	180						
2006	121,6	2006	178						
2007	121,6	2007	178						
2008	121,6	2008	179						
2009	121,6	2009	180						
2010	121,6	2010	179						
2011	121,6	2011	179						
2012	121,6	2012	180						
2013	121,6	2013	179						
2014	121,6	2014	180						
2015	121,6	2015	179						
2016	121,6	2016	179						
2017	121,6	2017	179						
2018	121,6	2018	179						
2019	121,6	2019	180						
2020	121,8	2020	180						
2021	121,8	2021	179						
2022	121,8	2022	179						
2023	121,8	2023	180						
2024	121,8	2024	179						
2025	121,8	2025	180						
2026	121,8	2026	180						
2027	121,6	2027	180						
2028	121,6	2028	179						
2029	121,6	2029	179						
2030	121,6	2030	180						
2031	121,6	2031	180						
2032	121,6	2032	180						
2033	121,6	2033	179						
2034	121,6	2034	179						
2035	121,6	2035	179						
2036	121,6	2036	178						
2037	121,6	2037	178						
2038	121,6	2038	179						
2039	121,6	2039	180						
2040	121,6	2040	180						
2041	121,6	2041	180						
2042	121,6	2042	180						
2043	121,8	2043	180						
2044	121,6	2044	180						
2045	121,8	2045	180						
2046	121,8	2046	179						
2047	121,8	2047	179						
2048	121,8	2048	178						
2049	121,8	2049	180						
2050	121,8	2050	179						
2051	121,8	2051	180						
2052	121,8	2052	181						
2053	121,8	2053	180						
2054	121,8	2054	179						
2055	121,8	2055	179						
2056	121,8	2056	178						
2057	121,8	2057	178						
2058	121,8	2058	179						
2059	121,8	2059	179						
2060	121,8	2060	180						
2061	121,8	2061	180						
2062	121,8	2062	180						
2063	121,8	2063	180						
2064	121,8	2064	180						
2065	121,8	2065	179						
2066	121,8	2066	178						
2067	121,8	2067	178						
2068	121,8	2068	179						
2069	121,8	2069	180						
2070	121,8	2070	180						
2071	121,8	2071	180						
2072	121,6	2072	180						
2073	121,6	2073	180						
2074	121,6	2074	180						
2075	121,6	2075	180						
2076	121,6	2076	179						
2077	121,6	2077	178						
2078	121,6	2078	179						
2079	121,6	2079	179						
2080	121,6	2080	179						
2081	121,6	2081	180						
2082	121,6	2082	180						
2083	121,6	2083	180						
2084	121,6	2084	181						
2085	121,6	2085	180						
2086	121,6	2086	179						
2087	121,6	2087	179						
2088	121,6	2088	180						
2089	121,6	2089	179						
2090	121,6	2090	179						
2091	121,6	2091	179						
2092	121,6	2092	179						
2093	121,6	2093	179						
2094	121,6	2094	179						
2095	121,6	2095	179						
2096	121,6	2096	179						
2097	121,6	2097	179						
2098	121,6	2098	178						
2099	121,6	2099	179						
2100	121,6	2100	180						
2101	121,6	2101	179						
2102	121,6	2102	179						
2103	121,6	2103	180						
2104	121,8	2104	180						
2105	121,8	2105	179						
2106	121,8	2106	180						
2107	121,6	2107	180						
2108	121,6	2108	180						
2109	121,6	2109	180						
2110	121,6	2110	180						
2111	121,8	2111	180						
2112	121,8	2112	180						
2113	121,8	2113	180						
2114	121,8	2114	180						
2115	121,8	2115	180						
2116	121,8	2116	180						
2117	121,8	2117	180						
2118	121,8	2118	180						
2119	121,8	2119	181						
2120	121,8	2120	181						
2121	121,6	2121	179						
2122	121,6	2122	179						
2123	121,6	2123	178						
2124	121,6	2124	179						
2125	121,6	2125	180						
2126	121,6	2126	179						
2127	121,6	2127	179						
2128	121,6	2128	180						
2129	121,6	2129	181						
2130	121,6	2130	180						
2131	121,6	2131	179						
2132	121,8	2132	179						
2133	121,8	2133	180						
2134	121,8	2134	180						
2135	121,8	2135	180						
2136	121,6	2136	179						
2137	121,6	2137	179						
2138	121,6	2138	179						
2139	121,8	2139	180						
2140	121,6	2140	181						
2141	121,6	2141	180						
2142	121,8	2142	180						
2143	121,8	2143	181						
2144	121,8	2144	180						
2145	121,8	2145	180						
2146	121,8	2146	179						
2147	121,8	2147	179						
2148	121,8	2148	180						
2149	121,8	2149	180						
2150	121,8	2150	180						
2151	121,8	2151	180						
2152	121,8	2152	179						
2153	121,8	2153	180						
2154	121,8	2154	180						
2155	121,8	2155	180						
2156	121,8	2156	179						
2157	121,8	2157	180						
2158	121,8	2158	180						
2159	121,8	2159	179						
2160	121,8	2160	179						
2161	121,8	2161	180						
2162	121,8	2162	180						
2163	121,8	2163	181						
2164	121,8	2164	180						
2165	121,8	2165	179						
2166	121,8	2166	178						
2167	121,8	2167	179						
2168	121,8	2168	179						
2169	121,8	2169	179						
2170	121,8	2170	179						
2171	121,8	2171	180						
2172	121,6	2172	180						
2173	121,6	2173	180						
2174	121,8	2174	180						
2175	121,8	2175	179						
2176	121,8	2176	179						
2177	121,8	2177	179						
2178	121,8	2178	179						
2179	121,8	2179	180						
2180	121,8	2180	180						
2181	121,6	2181	179						
2182	121,6	2182	179						
2183	121,8	2183	180						
2184	121,6	2184	180						
2185	121,6	2185	180						
2186	121,6	2186	179						
2187	121,6	2187	179						
2188	121,6	2188	179						
2189	121,6	2189	179						
2190	121,6	2190	180						
2191	121,6	2191	181						
2192	121,6	2192	181						
2193	121,6	2193	180						
2194	121,6	2194	180						
2195	121,6	2195	180						
2196	121,6	2196	180						
2197	121,6	2197	179						
2198	121,6	2198	179						
2199	121,6	2199	180						
2200	121,6	2200	180						
2201	121,6	2201	180						
2202	121,6	2202	181						
2203	121,6	2203	180						
2204	121,6	2204	180						
2205	121,6	2205	180						
2206	121,6	2206	179						
2207	121,6	2207	179						
2208	121,6	2208	181						
2209	121,6	2209	181						
2210	121,6	2210	180						
2211	121,6	2211	181						
2212	121,6	2212	181						
2213	121,8	2213	180						
2214	121,8	2214	180						
2215	121,8	2215	179						
2216	121,8	2216	180						
2217	121,8	2217	179						
2218	121,8	2218	180						
2219	121,8	2219	180						
2220	121,8	2220	180						
2221	121,8	2221	181						
2222	121,8	2222	181						
2223	121,8	2223	180						
2224	121,8	2224	179						
2225	121,8	2225	180						
2226	121,8	2226	180						
2227	121,8	2227	180						
2228	121,8	2228	180						
2229	121,8	2229	181						
2230	121,8	2230	180						
2231	121,8	2231	180						
2232	121,8	2232	180						
2233	121,8	2233	179						
2234	121,6	2234	180						
2235	121,6	2235	180						
2236	121,6	2236	180						
2237	121,6	2237	179						
2238	121,6	2238	179						
2239	121,6	2239	180						
2240	121,6	2240	180						
2241	121,6	2241	181						
2242	121,6	2242	181						
2243	121,6	2243	180						
2244	121,6	2244	180						
2245	121,6	2245	180						
2246	121,6	2246	179						
2247	121,6	2247	179						
2248	121,6	2248	179						
2249	121,6	2249	180						
2250	121,6	2250	180						
2251	121,6	2251	180						
2252	121,6	2252	179						
2253	121,6	2253	180						
2254	121,6	2254	180						
2255	121,6	2255	180						
2256	121,6	2256	180						
2257	121,6	2257	179						
2258	121,6	2258	180						
2259	121,6	2259	181						
2260	121,6	2260	181						
2261	121,6	2261	180						
2262	121,6	2262	180						
2263	121,6	2263	180						
2264	121,6	2264	180						
2265	121,6	2265	181						
2266	121,6	2266	180						
2267	121,6	2267	179						
2268	121,8	2268	179						
2269	121,8	2269	180						
2270	121,6	2270	184						
2271	121,8	2271	184						
2272	121,8	2272	181						
2273	121,8	2273	181						
2274	121,8	2274	180						
2275	121,8	2275	179						
2276	121,8	2276	178						
2277	121,8	2277	179						
2278	121,8	2278	179						
2279	121,8	2279	180						
2280	121,8	2280	179						
2281	121,8	2281	180						
2282	121,8	2282	181						
2283	121,8	2283	181						
2284	121,8	2284	180						
2285	121,6	2285	179						
2286	121,6	2286	179						
2287	121,6	2287	179						
2288	121,6	2288	181						
2289	121,8	2289	181						
2290	121,6	2290	180						
2291	121,8	2291	180						
2292	121,8	2292	180						
2293	121,6	2293	180						
2294	121,8	2294	179						
2295	121,8	2295	179						
