Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)						
2296	121,8	2296	180						
2297	121,8	2297	180						
2298	121,6	2298	180						
2299	121,6	2299	181						
2300	121,6	2300	181						
2301	121,8	2301	180						
2302	121,8	2302	180						
2303	121,8	2303	180						
2304	121,8	2304	180						
2305	121,8	2305	180						
2306	121,8	2306	180						
2307	121,8	2307	180						
2308	121,8	2308	180						
2309	121,8	2309	180						
2310	121,8	2310	180						
2311	121,8	2311	180						
2312	121,8	2312	180						
2313	121,8	2313	180						
2314	121,8	2314	180						
2315	121,8	2315	179						
2316	121,8	2316	179						
2317	121,8	2317	179						
2318	121,8	2318	179						
2319	121,8	2319	179						
2320	121,8	2320	180						
2321	121,8	2321	180						
2322	121,8	2322	180						
2323	121,8	2323	181						
2324	121,8	2324	181						
2325	121,8	2325	180						
2326	121,8	2326	180						
2327	121,8	2327	179						
2328	121,8	2328	180						
2329	121,8	2329	180						
2330	121,8	2330	180						
2331	121,8	2331	180						
2332	121,8	2332	180						
2333	121,8	2333	181						
2334	121,8	2334	180						
2335	121,8	2335	178						
2336	121,8	2336	178						
2337	121,8	2337	179						
2338	121,8	2338	181						
2339	121,8	2339	181						
2340	121,8	2340	180						
2341	121,6	2341	180						
2342	121,6	2342	180						
2343	121,6	2343	180						
2344	121,6	2344	179						
2345	121,6	2345	179						
2346	121,6	2346	179						
2347	121,6	2347	178						
2348	121,6	2348	179						
2349	121,6	2349	180						
2350	121,6	2350	179						
2351	121,6	2351	180						
2352	121,6	2352	180						
2353	121,6	2353	179						
2354	121,6	2354	180						
2355	121,6	2355	180						
2356	121,6	2356	180						
2357	121,6	2357	180						
2358	121,6	2358	180						
2359	121,8	2359	181						
2360	121,8	2360	180						
2361	121,8	2361	180						
2362	121,8	2362	181						
2363	121,8	2363	181						
2364	121,8	2364	180						
2365	121,8	2365	180						
2366	121,8	2366	179						
2367	121,8	2367	179						
2368	121,8	2368	179						
2369	121,8	2369	179						
2370	121,8	2370	180						
2371	121,8	2371	180						
2372	121,8	2372	180						
2373	121,8	2373	179						
2374	121,8	2374	180						
2375	121,8	2375	180						
2376	121,8	2376	179						
2377	121,8	2377	179						
2378	121,8	2378	180						
2379	121,8	2379	180						
2380	121,8	2380	180						
2381	121,8	2381	179						
2382	121,8	2382	179						
2383	121,8	2383	179						
2384	121,8	2384	179						
2385	121,8	2385	178						
2386	121,8	2386	179						
2387	121,8	2387	180						
2388	121,8	2388	180						
2389	121,8	2389	180						
2390	121,8	2390	181						
2391	121,8	2391	181						
2392	121,8	2392	180						
2393	121,8	2393	180						
2394	121,8	2394	179						
2395	121,8	2395	179						
2396	121,8	2396	178						
2397	121,6	2397	178						
2398	121,6	2398	179						
2399	121,6	2399	180						
2400	121,6	2400	180						
2401	121,6	2401	181						
2402	121,6	2402	180						
2403	121,6	2403	180						
2404	121,6	2404	180						
2405	121,6	2405	179						
2406	121,6	2406	179						
2407	121,6	2407	179						
2408	121,6	2408	180						
2409	121,6	2409	181						
2410	121,6	2410	181						
2411	121,6	2411	180						
2412	121,6	2412	184						
2413	121,6	2413	184						
2414	121,6	2414	180						
2415	121,6	2415	179						
2416	121,6	2416	179						
2417	121,6	2417	180						
2418	121,6	2418	180						
2419	121,8	2419	180						
2420	121,6	2420	179						
2421	121,8	2421	179						
2422	121,8	2422	180						
2423	121,8	2423	180						
2424	121,8	2424	180						
2425	121,8	2425	180						
2426	121,8	2426	180						
2427	121,8	2427	180						
2428	121,8	2428	180						
2429	121,8	2429	181						
2430	121,8	2430	181						
2431	121,8	2431	180						
2432	121,8	2432	179						
2433	121,8	2433	180						
2434	121,8	2434	179						
2435	121,8	2435	178						
2436	121,8	2436	179						
2437	121,8	2437	180						
2438	121,8	2438	180						
2439	121,8	2439	180						
2440	121,8	2440	181						
2441	121,8	2441	180						
2442	121,8	2442	180						
2443	121,8	2443	179						
2444	121,8	2444	179						
2445	121,8	2445	179						
2446	121,8	2446	179						
2447	121,8	2447	179						
2448	121,8	2448	179						
2449	121,8	2449	180						
2450	121,8	2450	180						
2451	121,8	2451	180						
2452	121,8	2452	179						
2453	121,8	2453	180						
2454	121,6	2454	179						
2455	121,6	2455	179						
2456	121,6	2456	178						
2457	121,6	2457	178						
2458	121,6	2458	178						
2459	121,6	2459	179						
2460	121,6	2460	179						
2461	121,6	2461	179						
2462	121,6	2462	180						
2463	121,6	2463	180						
2464	121,6	2464	180						
2465	121,6	2465	180						
2466	121,6	2466	180						
2467	121,6	2467	179						
2468	121,6	2468	179						
2469	121,8	2469	179						
2470	121,8	2470	179						
2471	121,8	2471	179						
2472	121,8	2472	179						
2473	121,8	2473	179						
2474	121,8	2474	179						
2475	121,8	2475	178						
2476	121,8	2476	178						
2477	121,8	2477	179						
2478	121,8	2478	180						
2479	121,8	2479	180						
2480	121,6	2480	179						
2481	121,6	2481	179						
2482	121,6	2482	179						
2483	121,6	2483	179						
2484	121,6	2484	179						
2485	121,6	2485	180						
2486	121,6	2486	180						
2487	121,6	2487	180						
2488	121,6	2488	179						
2489	121,6	2489	180						
2490	121,6	2490	180						
2491	121,6	2491	179						
2492	121,6	2492	180						
2493	121,6	2493	180						
2494	121,6	2494	180						
2495	121,6	2495	179						
2496	121,6	2496	179						
2497	121,6	2497	179						
2498	121,6	2498	179						
2499	121,6	2499	180						
2500	121,6	2500	180						
2501	121,6	2501	180						
2502	121,6	2502	180						
2503	121,6	2503	180						
2504	121,8	2504	179						
2505	121,6	2505	179						
2506	121,6	2506	179						
2507	121,6	2507	179						
2508	121,6	2508	180						
2509	121,6	2509	181						
2510	121,6	2510	180						
2511	121,6	2511	180						
2512	121,6	2512	180						
2513	121,6	2513	179						
2514	121,8	2514	179						
2515	121,8	2515	179						
2516	121,8	2516	179						
2517	121,8	2517	178						
2518	121,8	2518	178						
2519	121,8	2519	178						
2520	121,8	2520	179						
2521	121,8	2521	180						
2522	121,8	2522	180						
2523	121,8	2523	179						
2524	121,8	2524	180						
2525	121,8	2525	180						
2526	121,8	2526	180						
2527	121,8	2527	178						
2528	121,8	2528	179						
2529	121,8	2529	180						
2530	121,8	2530	180						
2531	121,8	2531	180						
2532	121,8	2532	180						
2533	121,8	2533	180						
2534	121,8	2534	180						
2535	121,8	2535	179						
2536	121,8	2536	179						
2537	121,6	2537	179						
2538	121,6	2538	178						
2539	121,6	2539	179						
2540	121,6	2540	181						
2541	121,6	2541	181						
2542	121,6	2542	181						
2543	121,6	2543	180						
2544	121,6	2544	179						
2545	121,6	2545	180						
2546	121,6	2546	180						
2547	121,6	2547	180						
2548	121,6	2548	180						
2549	121,6	2549	181						
2550	121,6	2550	180						
2551	121,6	2551	180						
2552	121,6	2552	180						
2553	121,6	2553	181						
2554	121,8	2554	180						
2555	121,8	2555	179						
2556	121,8	2556	178						
2557	121,8	2557	179						
2558	121,8	2558	179						
2559	121,8	2559	181						
2560	121,6	2560	180						
2561	121,8	2561	181						
2562	121,6	2562	181						
2563	121,8	2563	180						
2564	121,8	2564	180						
2565	121,8	2565	179						
2566	121,8	2566	179						
2567	121,6	2567	179						
2568	121,6	2568	178						
2569	121,6	2569	179						
2570	121,6	2570	180						
2571	121,6	2571	180						
2572	121,6	2572	181						
2573	121,6	2573	181						
2574	121,6	2574	181						
2575	121,6	2575	180						
2576	121,6	2576	180						
2577	121,5	2577	179						
2578	121,5	2578	179						
2579	121,5	2579	180						
2580	121,5	2580	180						
2581	121,5	2581	181						
2582	121,5	2582	182						
2583	121,6	2583	181						
2584	121,6	2584	180						
2585	121,6	2585	180						
2586	121,6	2586	180						
2587	121,6	2587	180						
2588	121,6	2588	180						
2589	121,6	2589	181						
2590	121,6	2590	181						
2591	121,6	2591	181						
2592	121,6	2592	180						
2593	121,6	2593	180						
2594	121,6	2594	180						
2595	121,6	2595	179						
2596	121,6	2596	180						
2597	121,8	2597	180						
2598	121,8	2598	180						
2599	121,6	2599	180						
2600	121,6	2600	180						
2601	121,6	2601	180						
2602	121,8	2602	180						
2603	121,8	2603	179						
2604	121,8	2604	180						
2605	121,8	2605	181						
2606	121,8	2606	180						
2607	121,8	2607	180						
2608	121,8	2608	179						
2609	121,8	2609	179						
2610	121,8	2610	180						
2611	121,8	2611	180						
2612	121,8	2612	180						
2613	121,8	2613	180						
2614	121,8	2614	180						
2615	121,8	2615	180						
2616	121,8	2616	180						
2617	121,8	2617	179						
2618	121,8	2618	179						
2619	121,8	2619	180						
2620	121,8	2620	182						
2621	121,8	2621	181						
2622	121,8	2622	181						
2623	121,8	2623	180						
2624	121,8	2624	179						
2625	121,8	2625	180						
2626	121,8	2626	180						
2627	121,8	2627	179						
2628	121,8	2628	179						
2629	121,8	2629	181						
2630	121,8	2630	181						
2631	121,8	2631	180						
2632	121,8	2632	179						
2633	121,8	2633	179						
2634	121,8	2634	179						
2635	121,8	2635	180						
2636	121,8	2636	180						
2637	121,8	2637	179						
2638	121,8	2638	179						
2639	121,8	2639	179						
2640	121,8	2640	179						
2641	121,8	2641	180						
2642	121,8	2642	180						
2643	121,8	2643	180						
2644	121,8	2644	179						
2645	121,8	2645	180						
2646	121,8	2646	180						
2647	121,8	2647	179						
2648	121,8	2648	179						
2649	121,8	2649	180						
2650	121,8	2650	180						
2651	121,8	2651	180						
2652	121,8	2652	180						
2653	121,8	2653	181						
2654	121,8	2654	180						
2655	121,8	2655	180						
2656	121,6	2656	179						
2657	121,6	2657	179						
2658	121,6	2658	179						
2659	121,6	2659	179						
2660	121,6	2660	180						
2661	121,6	2661	180						
2662	121,6	2662	180						
2663	121,6	2663	180						
2664	121,6	2664	179						
2665	121,6	2665	179						
2666	121,6	2666	179						
2667	121,6	2667	179						
2668	121,6	2668	179						
2669	121,6	2669	180						
2670	121,6	2670	180						
2671	121,6	2671	180						
2672	121,6	2672	181						
2673	121,6	2673	180						
2674	121,6	2674	179						
2675	121,6	2675	178						
2676	121,6	2676	179						
2677	121,6	2677	179						
2678	121,6	2678	178						
2679	121,6	2679	178						
2680	121,6	2680	180						
2681	121,6	2681	180						
2682	121,6	2682	181						
2683	121,6	2683	180						
2684	121,6	2684	180						
2685	121,6	2685	179						
2686	121,6	2686	179						
2687	121,6	2687	180						
2688	121,6	2688	179						
2689	121,6	2689	181						
2690	121,6	2690	181						
2691	121,6	2691	180						
2692	121,8	2692	180						
2693	121,6	2693	180						
2694	121,8	2694	180						
2695	121,8	2695	180						
2696	121,8	2696	180						
2697	121,8	2697	179						
2698	121,8	2698	180						
2699	121,6	2699	180						
2700	121,8	2700	181						
2701	121,8	2701	181						
2702	121,8	2702	180						
2703	121,8	2703	180						
2704	121,8	2704	179						
2705	121,8	2705	179						
2706	121,8	2706	180						
2707	121,8	2707	179						
2708	121,8	2708	179						
2709	121,6	2709	180						
2710	121,6	2710	180						
2711	121,6	2711	180						
2712	121,6	2712	180						
2713	121,6	2713	180						
2714	121,6	2714	180						
2715	121,6	2715	179						
2716	121,6	2716	180						
2717	121,6	2717	180						
2718	121,6	2718	180						
2719	121,6	2719	180						
2720	121,6	2720	180						
2721	121,6	2721	180						
2722	121,6	2722	181						
2723	121,6	2723	181						
2724	121,6	2724	181						
2725	121,6	2725	180						
2726	121,6	2726	179						
2727	121,6	2727	179						
2728	121,6	2728	179						
2729	121,6	2729	179						
2730	121,6	2730	181						
2731	121,6	2731	181						
2732	121,6	2732	181						
2733	121,6	2733	181						
2734	121,6	2734	181						
2735	121,6	2735	181						
2736	121,6	2736	181						
2737	121,6	2737	180						
2738	121,6	2738	180						
2739	121,6	2739	179						
2740	121,6	2740	180						
2741	121,8	2741	180						
2742	121,8	2742	181						
2743	121,8	2743	181						
2744	121,8	2744	181						
2745	121,8	2745	180						
2746	121,8	2746	180						
2747	121,8	2747	180						
2748	121,8	2748	179						
2749	121,8	2749	180						
2750	121,8	2750	180						
2751	121,8	2751	181						
2752	121,8	2752	180						
2753	121,8	2753	180						
2754	121,8	2754	180						
2755	121,8	2755	180						
2756	121,8	2756	180						
2757	121,8	2757	180						
2758	121,8	2758	180						
2759	121,6	2759	180						
2760	121,6	2760	180						
2761	121,8	2761	180						
2762	121,8	2762	180						
2763	121,8	2763	180						
2764	121,6	2764	180						
2765	121,6	2765	180						
2766	121,8	2766	180						
2767	121,8	2767	180						
2768	121,8	2768	179						
2769	121,8	2769	180						
2770	121,8	2770	182						
2771	121,8	2771	180						
2772	121,6	2772	177						
2773	121,6	2773	176						
2774	121,5	2774	174						
2775	121,5	2775	173						
2776	121,5	2776	172						
2777	121,5	2777	171						
2778	121,4	2778	170						
2779	121,3	2779	169						
2780	121,1	2780	168						
2781	121	2781	167						
2782	121	2782	166						
2783	120,8	2783	164						
2784	120,6	2784	163						
2785	120,5	2785	163						
2786	120,3	2786	162						
2787	120,1	2787	161						
2788	120	2788	160						
2789	119,8	2789	160						
2790	119,5	2790	159						
2791	119,5	2791	159						
2792	119,3	2792	159						
2793	119,1	2793	157						
2794	119	2794	156						
2795	118,8	2795	155						
2796	118,6	2796	155						
2797	118,5	2797	154						
2798	118,4	2798	153						
2799	118,1	2799	152						
2800	118	2800	151						
2801	117,9	2801	151						
2802	117,8	2802	150						
2803	117,6	2803	150						
2804	117,5	2804	149						
2805	117,4	2805	149						
2806	117,3	2806	148						
2807	117,1	2807	148						
2808	117	2808	147						
2809	116,9	2809	146						
2810	116,8	2810	146						
2811	116,6	2811	146						
2812	116,5	2812	144						
2813	116,4	2813	143						
2814	116,3	2814	142						
2815	116,1	2815	142						
2816	116	2816	142						
2817	115,9	2817	142						
2818	115,8	2818	141						
2819	115,5	2819	141						
2820	115,5	2820	141						
2821	115,3	2821	140						
2822	115,1	2822	138						
2823	115	2823	137						
2824	114,9	2824	137						
2825	114,8	2825	136						
2826	114,6	2826	136						
2827	114,5	2827	136						
2828	114,4	2828	135						
2829	114,3	2829	134						
2830	114	2830	134						
2831	114	2831	133						
2832	113,9	2832	132						
2833	113,8	2833	132						
2834	113,5	2834	131						
2835	113,5	2835	131						
2836	113,4	2836	130						
2837	113,3	2837	129						
2838	113,1	2838	129						
2839	113	2839	129						
2840	112,9	2840	128						
2841	112,8	2841	128						
2842	112,6	2842	128						
2843	112,5	2843	126						
2844	112,4	2844	126						
2845	112,3	2845	126						
2846	112,1	2846	125						
2847	112	2847	124						
2848	112	2848	124						
2849	111,9	2849	124						
2850	111,6	2850	123						
2851	111,5	2851	123						
2852	111,5	2852	123						
2853	111,4	2853	122						
2854	111,3	2854	121						
2855	111,1	2855	120						
2856	111	2856	120						
2857	111	2857	121						
2858	110,9	2858	120						
2859	110,6	2859	119						
2860	110,5	2860	118						
2861	110,5	2861	118						
2862	110,4	2862	118						
2863	110,3	2863	118						
2864	110,1	2864	117						
2865	110	2865	116						
2866	109,9	2866	116						
2867	109,8	2867	116						
2868	109,6	2868	115						
2869	109,5	2869	115						
2870	109,5	2870	114						
2871	109,4	2871	113						
2872	109,3	2872	113						
2873	109	2873	114						
2874	109	2874	114						
2875	108,9	2875	112						
2876	108,8	2876	112						
2877	108,6	2877	111						
2878	108,5	2878	111						
2879	108,5	2879	111						
2880	108,4	2880	111						
2881	108,3	2881	110						
2882	108,1	2882	110						
2883	108	2883	110						
2884	108	2884	109						
2885	107,9	2885	109						
2886	107,8	2886	108						
2887	107,6	2887	107						
2888	107,6	2888	106						
2889	107,5	2889	106						
2890	107,4	2890	106						
2891	107,3	2891	105						
2892	107,1	2892	105						
2893	107	2893	105						
2894	107	2894	106						
2895	107	2895	105						
2896	106,8	2896	105						
2897	106,8	2897	104						
2898	106,5	2898	103						
2899	106,5	2899	103						
2900	106,4	2900	103						
2901	106,3	2901	102						
2902	106,1	2902	102						
2903	106	2903	102						
2904	106	2904	102						
2905	105,9	2905	101						
2906	105,8	2906	101						
2907	105,6	2907	101						
2908	105,5	2908	100						
2909	105,5	2909	99						
2910	105,5	2910	99						
2911	105,4	2911	98						
2912	105,3	2912	99						
2913	105,1	2913	98						
2914	105	2914	97						
2915	105	2915	97						
2916	104,9	2916	96						
2917	104,8	2917	96						
2918	104,6	2918	96						
2919	104,6	2919	96						
2920	104,5	2920	96						
2921	104,5	2921	95						
2922	104,4	2922	95						
2923	104,3	2923	95						
2924	104,1	2924	95						
2925	104	2925	94						
2926	104	2926	94						
2927	103,9	2927	94						
2928	103,8	2928	95						
2929	103,6	2929	94						
2930	103,5	2930	93						
2931	103,5	2931	93						
2932	103,4	2932	93						
2933	103,4	2933	93						
2934	103,3	2934	92						
2935	103,1	2935	92						
2936	103	2936	92						
2937	103	2937	92						
2938	102,9	2938	91						
2939	102,8	2939	91						
2940	102,8	2940	91						
2941	102,6	2941	90						
2942	102,5	2942	90						
2943	102,5	2943	90						
2944	102,4	2944	89						
2945	102,4	2945	89						
2946	102,3	2946	89						
2947	102,1	2947	89						
2948	102	2948	89						
2949	102	2949	88						
2950	102	2950	88						
2951	101,9	2951	87						
2952	101,8	2952	86						
2953	101,6	2953	87						
2954	101,6	2954	87						
2955	101,5	2955	87						
2956	101,5	2956	88						
2957	101,4	2957	87						
2958	101,3	2958	86						
2959	101,1	2959	86						
2960	101	2960	86						
2961	101	2961	85						
2962	101	2962	85						
2963	100,9	2963	85						
2964	100,8	2964	85						
2965	100,6	2965	84						
2966	100,6	2966	84						
2967	100,5	2967	85						
2968	100,5	2968	83						
2969	100,4	2969	84						
2970	100,4	2970	84						
2971	100,3	2971	83						
2972	100,1	2972	83						
2973	100	2973	83						
2974	100	2974	83						
2975	100	2975	83						
2976	99,9	2976	82						
2977	99,9	2977	82						
2978	99,8	2978	82						
2979	99,6	2979	81						
2980	99,6	2980	81						
2981	99,5	2981	80						
2982	99,5	2982	81						
2983	99,5	2983	80						
2984	99,4	2984	80						
2985	99,3	2985	80						
2986	99,3	2986	80						
2987	99,1	2987	80						
2988	99	2988	79						
2989	99	2989	79						
2990	99	2990	79						
2991	98,9	2991	79						
2992	98,9	2992	79						
2993	98,8	2993	79						
2994	98,6	2994	79						
2995	98,6	2995	78						
2996	98,5	2996	77						
2997	98,5	2997	78						
2998	98,5	2998	77						
2999	98,4	2999	77						
3000	98,3	3000	77						
3001	98,3	3001	78						
3002	98,1	3002	78						
3003	98,1	3003	77						
3004	98	3004	77						
3005	98	3005	76						
3006	98	3006	77						
3007	97,9	3007	76						
3008	97,9	3008	76						
3009	97,8	3009	76						
3010	97,6	3010	76						
3011	97,5	3011	76						
3012	97,5	3012	76						
3013	97,5	3013	76						
3014	97,5	3014	75						
3015	97,4	3015	76						
3016	97,3	3016	75						
3017	97,3	3017	74						
3018	97,1	3018	73						
3019	97,1	3019	73						
3020	97	3020	73						
3021	97	3021	74						
3022	97	3022	74						
3023	96,9	3023	74						
3024	96,8	3024	73						
3025	96,8	3025	72						
3026	96,8	3026	73						
3027	96,6	3027	73						
3028	96,6	3028	72						
3029	96,5	3029	72						
3030	96,5	3030	72						
3031	96,5	3031	72						
3032	96,5	3032	71						
3033	96,4	3033	72						
3034	96,4	3034	72						
3035	96,3	3035	72						
3036	96,1	3036	72						
3037	96,1	3037	71						
3038	96	3038	72						
3039	96	3039	72						
3040	96	3040	71						
3041	96	3041	72						
3042	95,9	3042	71						
3043	95,8	3043	71						
3044	95,8	3044	71						
3045	95,6	3045	71						
3046	95,6	3046	70						
3047	95,5	3047	70						
3048	95,5	3048	69						
3049	95,5	3049	70						
3050	95,5	3050	70						
3051	95,4	3051	69						
3052	95,4	3052	69						
3053	95,3	3053	69						
3054	95,3	3054	69						
3055	95,1	3055	70						
3056	95,1	3056	69						
3057	95	3057	69						
3058	95	3058	68						
3059	95	3059	69						
3060	95	3060	69						
3061	95	3061	69						
3062	94,9	3062	69						
3063	94,9	3063	69						
3064	94,8	3064	69						
3065	94,8	3065	68						
3066	94,6	3066	67						
3067	94,6	3067	67						
3068	94,6	3068	67						
3069	94,5	3069	67						
3070	94,5	3070	67						
3071	94,5	3071	68						
3072	94,5	3072	67						
3073	94,5	3073	67						
3074	94,4	3074	66						
3075	94,4	3075	66						
3076	94,3	3076	67						
3077	94,3	3077	66						
3078	94,3	3078	66						
3079	94,1	3079	66						
3080	94,1	3080	66						
3081	94	3081	66						
3082	94	3082	67						
3083	94	3083	66						
3084	94	3084	65						
3085	94	3085	65						
3086	93,9	3086	66						
3087	93,9	3087	66						
3088	93,9	3088	65						
3089	93,8	3089	66						
3090	93,8	3090	66						
3091	93,8	3091	66						
3092	93,6	3092	66						
3093	93,6	3093	65						
3094	93,5	3094	65						
3095	93,5	3095	65						
3096	93,5	3096	65						
3097	93,5	3097	64						
3098	93,5	3098	64						
3099	93,5	3099	64						
3100	93,4	3100	63						
3101	93,4	3101	63						
3102	93,3	3102	64						
3103	93,3	3103	64						
3104	93,3	3104	64						
3105	93,3	3105	64						
3106	93,1	3106	64						
3107	93,1	3107	64						
3108	93,1	3108	63						
3109	93	3109	64						
3110	93	3110	63						
3111	93	3111	64						
3112	93	3112	64						
