Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)						
1232	121,5	1232	178						
1233	121,5	1233	178						
1234	121,5	1234	178						
1235	121,6	1235	177						
1236	121,5	1236	178						
1237	121,6	1237	178						
1238	121,6	1238	177						
1239	121,6	1239	178						
1240	121,6	1240	179						
1241	121,6	1241	179						
1242	121,6	1242	179						
1243	121,6	1243	179						
1244	121,6	1244	179						
1245	121,6	1245	178						
1246	121,6	1246	178						
1247	121,6	1247	177						
1248	121,6	1248	176						
1249	121,6	1249	177						
1250	121,6	1250	177						
1251	121,6	1251	178						
1252	121,6	1252	178						
1253	121,6	1253	178						
1254	121,6	1254	177						
1255	121,6	1255	178						
1256	121,6	1256	178						
1257	121,6	1257	177						
1258	121,6	1258	177						
1259	121,6	1259	176						
1260	121,6	1260	178						
1261	121,6	1261	178						
1262	121,6	1262	178						
1263	121,6	1263	177						
1264	121,6	1264	177						
1265	121,6	1265	178						
1266	121,6	1266	178						
1267	121,6	1267	178						
1268	121,6	1268	177						
1269	121,6	1269	177						
1270	121,6	1270	178						
1271	121,6	1271	178						
1272	121,6	1272	178						
1273	121,6	1273	178						
1274	121,6	1274	177						
1275	121,6	1275	177						
1276	121,6	1276	178						
1277	121,6	1277	178						
1278	121,5	1278	177						
1279	121,6	1279	177						
1280	121,6	1280	178						
1281	121,6	1281	178						
1282	121,6	1282	178						
1283	121,6	1283	178						
1284	121,6	1284	177						
1285	121,6	1285	177						
1286	121,6	1286	178						
1287	121,6	1287	177						
1288	121,6	1288	175						
1289	121,6	1289	177						
1290	121,6	1290	178						
1291	121,6	1291	177						
1292	121,6	1292	178						
1293	121,6	1293	179						
1294	121,6	1294	179						
1295	121,6	1295	178						
1296	121,6	1296	177						
1297	121,6	1297	177						
1298	121,6	1298	177						
1299	121,6	1299	177						
1300	121,6	1300	178						
1301	121,6	1301	179						
1302	121,6	1302	178						
1303	121,6	1303	178						
1304	121,6	1304	178						
1305	121,6	1305	179						
1306	121,6	1306	178						
1307	121,6	1307	178						
1308	121,6	1308	177						
1309	121,5	1309	177						
1310	121,5	1310	178						
1311	121,5	1311	177						
1312	121,5	1312	178						
1313	121,5	1313	178						
1314	121,6	1314	179						
1315	121,6	1315	179						
1316	121,6	1316	178						
1317	121,6	1317	177						
1318	121,6	1318	176						
1319	121,5	1319	177						
1320	121,5	1320	178						
1321	121,6	1321	179						
1322	121,6	1322	179						
1323	121,6	1323	178						
1324	121,6	1324	178						
1325	121,6	1325	179						
1326	121,6	1326	178						
1327	121,6	1327	177						
1328	121,6	1328	177						
1329	121,6	1329	177						
1330	121,6	1330	178						
1331	121,5	1331	179						
1332	121,6	1332	178						
1333	121,5	1333	178						
1334	121,5	1334	179						
1335	121,5	1335	178						
1336	121,5	1336	178						
1337	121,6	1337	178						
1338	121,5	1338	177						
1339	121,5	1339	178						
1340	121,5	1340	178						
1341	121,5	1341	179						
1342	121,5	1342	179						
1343	121,6	1343	179						
1344	121,6	1344	179						
1345	121,6	1345	179						
1346	121,6	1346	179						
1347	121,6	1347	178						
1348	121,6	1348	176						
1349	121,6	1349	177						
1350	121,6	1350	178						
1351	121,6	1351	179						
1352	121,6	1352	179						
1353	121,6	1353	179						
1354	121,6	1354	178						
1355	121,6	1355	178						
1356	121,6	1356	178						
1357	121,6	1357	178						
1358	121,6	1358	178						
1359	121,6	1359	178						
1360	121,6	1360	178						
1361	121,6	1361	177						
1362	121,6	1362	177						
1363	121,5	1363	178						
1364	121,5	1364	178						
1365	121,6	1365	178						
1366	121,6	1366	178						
1367	121,6	1367	177						
1368	121,6	1368	177						
1369	121,6	1369	177						
1370	121,6	1370	178						
1371	121,6	1371	178						
1372	121,6	1372	179						
1373	121,6	1373	179						
1374	121,6	1374	179						
1375	121,6	1375	178						
1376	121,6	1376	178						
1377	121,6	1377	178						
1378	121,6	1378	178						
1379	121,6	1379	178						
1380	121,6	1380	178						
1381	121,8	1381	178						
1382	121,8	1382	179						
1383	121,8	1383	179						
1384	121,8	1384	178						
1385	121,8	1385	178						
1386	121,8	1386	179						
1387	121,8	1387	178						
1388	121,8	1388	177						
1389	121,8	1389	178						
1390	121,8	1390	179						
1391	121,8	1391	178						
1392	121,8	1392	177						
1393	121,8	1393	177						
1394	121,8	1394	178						
1395	121,8	1395	178						
1396	121,6	1396	178						
1397	121,6	1397	178						
1398	121,6	1398	177						
1399	121,6	1399	177						
1400	121,6	1400	179						
1401	121,6	1401	180						
1402	121,6	1402	179						
1403	121,6	1403	179						
1404	121,6	1404	179						
1405	121,6	1405	178						
1406	121,6	1406	178						
1407	121,6	1407	178						
1408	121,6	1408	178						
1409	121,6	1409	177						
1410	121,6	1410	179						
1411	121,6	1411	179						
1412	121,6	1412	178						
1413	121,6	1413	178						
1414	121,6	1414	179						
1415	121,6	1415	180						
1416	121,6	1416	179						
1417	121,6	1417	177						
1418	121,6	1418	178						
1419	121,6	1419	179						
1420	121,6	1420	179						
1421	121,6	1421	179						
1422	121,6	1422	178						
1423	121,6	1423	179						
1424	121,6	1424	180						
1425	121,6	1425	179						
1426	121,6	1426	178						
1427	121,6	1427	178						
1428	121,6	1428	178						
1429	121,6	1429	177						
1430	121,6	1430	178						
1431	121,6	1431	178						
1432	121,6	1432	178						
1433	121,6	1433	178						
1434	121,6	1434	178						
1435	121,6	1435	177						
1436	121,6	1436	178						
1437	121,6	1437	177						
1438	121,6	1438	177						
1439	121,6	1439	177						
1440	121,6	1440	179						
1441	121,6	1441	179						
1442	121,6	1442	177						
1443	121,6	1443	178						
1444	121,6	1444	179						
1445	121,6	1445	179						
1446	121,6	1446	178						
1447	121,6	1447	176						
1448	121,6	1448	177						
1449	121,6	1449	178						
1450	121,6	1450	179						
1451	121,6	1451	179						
1452	121,6	1452	177						
1453	121,6	1453	178						
1454	121,6	1454	178						
1455	121,6	1455	178						
1456	121,6	1456	179						
1457	121,6	1457	179						
1458	121,6	1458	178						
1459	121,6	1459	178						
1460	121,6	1460	178						
1461	121,6	1461	179						
1462	121,6	1462	179						
1463	121,6	1463	179						
1464	121,6	1464	179						
1465	121,6	1465	179						
1466	121,6	1466	178						
1467	121,6	1467	179						
1468	121,6	1468	179						
1469	121,6	1469	178						
1470	121,6	1470	177						
1471	121,6	1471	177						
1472	121,6	1472	178						
1473	121,6	1473	178						
1474	121,6	1474	179						
1475	121,6	1475	178						
1476	121,6	1476	177						
1477	121,8	1477	177						
1478	121,8	1478	178						
1479	121,8	1479	178						
1480	121,6	1480	178						
1481	121,6	1481	179						
1482	121,6	1482	180						
1483	121,6	1483	179						
1484	121,6	1484	179						
1485	121,6	1485	179						
1486	121,6	1486	178						
1487	121,6	1487	178						
1488	121,6	1488	177						
1489	121,6	1489	177						
1490	121,6	1490	178						
1491	121,6	1491	179						
1492	121,6	1492	179						
1493	121,6	1493	179						
1494	121,6	1494	179						
1495	121,6	1495	177						
1496	121,6	1496	177						
1497	121,6	1497	178						
1498	121,6	1498	177						
1499	121,6	1499	178						
1500	121,6	1500	178						
1501	121,6	1501	178						
1502	121,6	1502	178						
1503	121,6	1503	178						
1504	121,6	1504	178						
1505	121,6	1505	177						
1506	121,6	1506	178						
1507	121,6	1507	179						
1508	121,6	1508	178						
1509	121,6	1509	177						
1510	121,6	1510	177						
1511	121,6	1511	178						
1512	121,6	1512	179						
1513	121,6	1513	179						
1514	121,6	1514	177						
1515	121,6	1515	177						
1516	121,6	1516	178						
1517	121,6	1517	179						
1518	121,6	1518	178						
1519	121,6	1519	178						
1520	121,6	1520	179						
1521	121,6	1521	179						
1522	121,6	1522	179						
1523	121,6	1523	180						
1524	121,6	1524	179						
1525	121,6	1525	179						
1526	121,6	1526	179						
1527	121,6	1527	179						
1528	121,6	1528	178						
1529	121,6	1529	178						
1530	121,6	1530	179						
1531	121,6	1531	179						
1532	121,6	1532	179						
1533	121,6	1533	179						
1534	121,6	1534	179						
1535	121,6	1535	180						
1536	121,6	1536	180						
1537	121,6	1537	179						
1538	121,6	1538	178						
1539	121,6	1539	177						
1540	121,6	1540	177						
1541	121,6	1541	178						
1542	121,6	1542	179						
1543	121,6	1543	179						
1544	121,6	1544	179						
1545	121,6	1545	178						
1546	121,6	1546	178						
1547	121,6	1547	178						
1548	121,6	1548	178						
1549	121,6	1549	179						
1550	121,6	1550	178						
1551	121,6	1551	179						
1552	121,6	1552	178						
1553	121,6	1553	179						
1554	121,6	1554	180						
1555	121,6	1555	180						
1556	121,8	1556	180						
1557	121,8	1557	179						
1558	121,8	1558	178						
1559	121,8	1559	178						
1560	121,8	1560	179						
1561	121,8	1561	180						
1562	121,8	1562	179						
1563	121,8	1563	178						
1564	121,8	1564	178						
1565	121,8	1565	179						
1566	121,8	1566	179						
1567	121,8	1567	179						
1568	121,8	1568	178						
1569	121,8	1569	178						
1570	121,8	1570	179						
1571	121,8	1571	179						
1572	121,8	1572	179						
1573	121,8	1573	179						
1574	121,8	1574	178						
1575	121,8	1575	178						
1576	121,8	1576	178						
1577	121,8	1577	178						
1578	121,8	1578	177						
1579	121,8	1579	178						
1580	121,6	1580	178						
1581	121,6	1581	178						
1582	121,6	1582	179						
1583	121,6	1583	179						
1584	121,6	1584	179						
1585	121,6	1585	178						
1586	121,6	1586	178						
1587	121,6	1587	179						
1588	121,6	1588	178						
1589	121,6	1589	177						
1590	121,6	1590	177						
1591	121,6	1591	178						
1592	121,6	1592	178						
1593	121,6	1593	178						
1594	121,6	1594	177						
1595	121,6	1595	178						
1596	121,8	1596	178						
1597	121,8	1597	178						
1598	121,6	1598	178						
1599	121,6	1599	178						
1600	121,6	1600	178						
1601	121,6	1601	178						
1602	121,6	1602	179						
1603	121,6	1603	179						
1604	121,6	1604	179						
1605	121,6	1605	179						
1606	121,6	1606	179						
1607	121,8	1607	178						
1608	121,6	1608	178						
1609	121,6	1609	178						
1610	121,6	1610	178						
1611	121,6	1611	179						
1612	121,6	1612	179						
1613	121,6	1613	179						
1614	121,6	1614	179						
1615	121,6	1615	179						
1616	121,6	1616	179						
1617	121,6	1617	179						
1618	121,6	1618	179						
1619	121,6	1619	179						
1620	121,6	1620	179						
1621	121,6	1621	178						
1622	121,6	1622	178						
1623	121,6	1623	179						
1624	121,6	1624	179						
1625	121,6	1625	178						
1626	121,6	1626	178						
1627	121,6	1627	178						
1628	121,6	1628	179						
1629	121,6	1629	178						
1630	121,6	1630	178						
1631	121,6	1631	179						
1632	121,6	1632	179						
1633	121,6	1633	178						
1634	121,6	1634	179						
1635	121,6	1635	179						
1636	121,6	1636	179						
1637	121,6	1637	178						
1638	121,6	1638	178						
1639	121,6	1639	178						
1640	121,8	1640	178						
1641	121,6	1641	178						
1642	121,8	1642	179						
1643	121,8	1643	179						
1644	121,8	1644	178						
1645	121,8	1645	178						
1646	121,8	1646	179						
1647	121,8	1647	179						
1648	121,8	1648	179						
1649	121,8	1649	179						
1650	121,8	1650	179						
1651	121,8	1651	180						
1652	121,8	1652	179						
1653	121,8	1653	179						
1654	121,8	1654	179						
1655	121,8	1655	178						
1656	121,8	1656	178						
1657	121,8	1657	178						
1658	121,8	1658	177						
1659	121,6	1659	177						
1660	121,6	1660	177						
1661	121,6	1661	177						
1662	121,6	1662	178						
1663	121,6	1663	179						
1664	121,6	1664	179						
1665	121,6	1665	179						
1666	121,6	1666	179						
1667	121,6	1667	179						
1668	121,6	1668	178						
1669	121,6	1669	177						
1670	121,6	1670	178						
1671	121,6	1671	178						
1672	121,6	1672	180						
1673	121,6	1673	180						
1674	121,6	1674	179						
1675	121,6	1675	179						
1676	121,6	1676	179						
1677	121,6	1677	179						
1678	121,6	1678	179						
1679	121,6	1679	178						
1680	121,6	1680	178						
1681	121,6	1681	178						
1682	121,6	1682	179						
1683	121,6	1683	179						
1684	121,6	1684	179						
1685	121,6	1685	179						
1686	121,6	1686	179						
1687	121,6	1687	179						
1688	121,6	1688	178						
1689	121,6	1689	178						
1690	121,6	1690	178						
1691	121,6	1691	179						
1692	121,6	1692	180						
1693	121,6	1693	179						
1694	121,6	1694	178						
1695	121,6	1695	178						
1696	121,6	1696	178						
1697	121,6	1697	179						
1698	121,6	1698	179						
1699	121,6	1699	179						
1700	121,6	1700	179						
1701	121,6	1701	180						
1702	121,6	1702	179						
1703	121,6	1703	179						
1704	121,6	1704	180						
1705	121,6	1705	180						
1706	121,6	1706	180						
1707	121,6	1707	179						
1708	121,6	1708	178						
1709	121,6	1709	178						
1710	121,6	1710	179						
1711	121,6	1711	180						
1712	121,6	1712	179						
1713	121,6	1713	178						
1714	121,6	1714	178						
1715	121,6	1715	180						
1716	121,6	1716	179						
1717	121,6	1717	179						
1718	121,6	1718	179						
1719	121,6	1719	179						
1720	121,6	1720	179						
1721	121,6	1721	179						
1722	121,6	1722	179						
1723	121,6	1723	180						
1724	121,6	1724	180						
1725	121,6	1725	179						
1726	121,6	1726	179						
1727	121,6	1727	179						
1728	121,6	1728	179						
1729	121,6	1729	178						
1730	121,6	1730	178						
1731	121,6	1731	179						
1732	121,6	1732	179						
1733	121,6	1733	179						
1734	121,8	1734	179						
1735	121,8	1735	178						
1736	121,8	1736	178						
1737	121,8	1737	178						
1738	121,8	1738	178						
1739	121,8	1739	178						
1740	121,8	1740	178						
1741	121,8	1741	180						
1742	121,8	1742	181						
1743	121,8	1743	180						
1744	121,8	1744	179						
1745	121,8	1745	179						
1746	121,8	1746	179						
1747	121,8	1747	178						
1748	121,8	1748	179						
1749	121,8	1749	179						
1750	121,8	1750	179						
1751	121,8	1751	179						
1752	121,8	1752	179						
1753	121,8	1753	180						
1754	121,8	1754	180						
1755	121,8	1755	180						
1756	121,8	1756	179						
1757	121,6	1757	179						
1758	121,8	1758	179						
1759	121,8	1759	177						
1760	121,8	1760	177						
1761	121,6	1761	179						
1762	121,8	1762	179						
1763	121,8	1763	178						
1764	121,8	1764	178						
1765	121,6	1765	178						
1766	121,6	1766	179						
1767	121,8	1767	179						
1768	121,6	1768	178						
1769	121,6	1769	178						
1770	121,6	1770	177						
1771	121,6	1771	177						
1772	121,6	1772	178						
1773	121,6	1773	180						
1774	121,8	1774	180						
1775	121,8	1775	178						
1776	121,8	1776	178						
1777	121,8	1777	178						
1778	121,6	1778	178						
1779	121,6	1779	178						
1780	121,6	1780	178						
1781	121,6	1781	178						
1782	121,6	1782	179						
1783	121,6	1783	180						
1784	121,6	1784	179						
1785	121,6	1785	177						
1786	121,6	1786	177						
1787	121,6	1787	178						
1788	121,6	1788	178						
1789	121,6	1789	178						
1790	121,6	1790	178						
1791	121,6	1791	179						
1792	121,6	1792	180						
1793	121,6	1793	179						
1794	121,6	1794	179						
1795	121,6	1795	179						
1796	121,6	1796	179						
1797	121,6	1797	179						
1798	121,6	1798	179						
1799	121,6	1799	178						
1800	121,6	1800	178						
1801	121,6	1801	179						
1802	121,6	1802	178						
1803	121,6	1803	178						
1804	121,6	1804	179						
1805	121,6	1805	179						
1806	121,6	1806	179						
1807	121,6	1807	178						
1808	121,6	1808	178						
1809	121,6	1809	178						
1810	121,6	1810	178						
1811	121,6	1811	178						
1812	121,6	1812	178						
1813	121,6	1813	179						
1814	121,6	1814	179						
1815	121,6	1815	178						
1816	121,6	1816	178						
1817	121,6	1817	178						
1818	121,6	1818	177						
1819	121,6	1819	178						
1820	121,6	1820	179						
1821	121,6	1821	179						
1822	121,6	1822	180						
1823	121,6	1823	178						
1824	121,6	1824	175						
1825	121,5	1825	174						
1826	121,5	1826	172						
1827	121,5	1827	172						
1828	121,5	1828	171						
1829	121,4	1829	169						
1830	121,3	1830	168						
1831	121,1	1831	167						
1832	121	1832	165						
1833	121	1833	164						
1834	120,8	1834	164						
1835	120,6	1835	163						
1836	120,5	1836	163						
1837	120,4	1837	162						
1838	120,1	1838	161						
1839	120	1839	161						
1840	119,9	1840	160						
1841	119,6	1841	159						
1842	119,5	1842	158						
1843	119,4	1843	157						
1844	119,1	1844	155						
1845	119	1845	155						
1846	118,9	1846	155						
1847	118,6	1847	153						
1848	118,5	1848	154						
1849	118,5	1849	153						
1850	118,3	1850	153						
1851	118,1	1851	153						
1852	118	1852	152						
1853	118	1853	151						
1854	117,8	1854	150						
1855	117,6	1855	149						
1856	117,5	1856	148						
1857	117,4	1857	149						
1858	117,1	1858	149						
1859	117	1859	147						
1860	116,9	1860	146						
1861	116,8	1861	144						
1862	116,6	1862	144						
1863	116,5	1863	144						
1864	116,4	1864	144						
1865	116,3	1865	143						
1866	116,1	1866	142						
1867	116	1867	142						
1868	115,9	1868	142						
1869	115,6	1869	140						
1870	115,5	1870	139						
1871	115,5	1871	139						
1872	115,3	1872	139						
1873	115,1	1873	138						
1874	115	1874	137						
1875	115	1875	137						
1876	114,9	1876	137						
1877	114,6	1877	136						
1878	114,5	1878	135						
1879	114,5	1879	134						
1880	114,3	1880	135						
1881	114,1	1881	133						
1882	114	1882	133						
1883	113,9	1883	131						
1884	113,8	1884	130						
1885	113,6	1885	129						
1886	113,5	1886	129						
1887	113,4	1887	129						
1888	113,3	1888	128						
1889	113,1	1889	127						
1890	113	1890	127						
1891	113	1891	127						
1892	112,8	1892	127						
1893	112,6	1893	126						
1894	112,5	1894	126						
1895	112,4	1895	126						
1896	112,3	1896	125						
1897	112,1	1897	124						
1898	112	1898	123						
1899	112	1899	122						
1900	111,9	1900	122						
1901	111,6	1901	122						
1902	111,5	1902	122						
1903	111,5	1903	122						
1904	111,4	1904	122						
1905	111,1	1905	121						
1906	111	1906	120						
1907	111	1907	119						
1908	110,9	1908	120						
1909	110,8	1909	119						
1910	110,6	1910	118						
1911	110,5	1911	116						
1912	110,4	1912	116						
1913	110,3	1913	116						
1914	110,1	1914	115						
1915	110	1915	115						
1916	110	1916	115						
1917	109,9	1917	114						
1918	109,8	1918	114						
1919	109,5	1919	114						
1920	109,5	1920	113						
1921	109,4	1921	113						
1922	109,3	1922	113						
1923	109,1	1923	114						
1924	109	1924	112						
1925	109	1925	111						
1926	108,9	1926	111						
1927	108,8	1927	110						
1928	108,5	1928	110						
1929	108,5	1929	109						
1930	108,5	1930	109						
1931	108,3	1931	108						
1932	108,1	1932	108						
1933	108	1933	107						
1934	108	1934	107						
1935	107,9	1935	107						
1936	107,8	1936	107						
1937	107,6	1937	107						
1938	107,5	1938	106						
1939	107,5	1939	107						
1940	107,4	1940	106						
1941	107,3	1941	105						
1942	107,1	1942	105						
1943	107,1	1943	105						
1944	107	1944	105						
1945	107	1945	103						
1946	106,9	1946	102						
1947	106,6	1947	102						
1948	106,6	1948	103						
1949	106,5	1949	102						
1950	106,5	1950	102						
1951	106,4	1951	102						
1952	106,3	1952	101						
1953	106,1	1953	100						
1954	106	1954	101						
1955	106	1955	102						
1956	105,9	1956	101						
1957	105,8	1957	100						
1958	105,6	1958	99						
1959	105,6	1959	98						
1960	105,5	1960	98						
1961	105,4	1961	98						
1962	105,3	1962	98						
1963	105,1	1963	97						
1964	105,1	1964	97						
1965	105	1965	98						
1966	105	1966	97						
1967	104,8	1967	97						
1968	104,8	1968	97						
1969	104,5	1969	96						
1970	104,5	1970	95						
1971	104,4	1971	95						
1972	104,3	1972	95						
1973	104,3	1973	94						
1974	104,1	1974	94						
1975	104	1975	94						
1976	104	1976	93						
1977	103,9	1977	93						
1978	103,8	1978	93						
1979	103,8	1979	92						
1980	103,6	1980	92						
1981	103,5	1981	94						
1982	103,5	1982	93						
1983	103,4	1983	92						
1984	103,3	1984	91						
1985	103,3	1985	91						
1986	103,1	1986	90						
1987	103	1987	90						
1988	103	1988	90						
1989	102,9	1989	89						
1990	102,9	1990	89						
1991	102,8	1991	89						
1992	102,6	1992	89						
1993	102,5	1993	89						
1994	102,5	1994	88						
1995	102,4	1995	87						
1996	102,3	1996	88						
1997	102,3	1997	88						
1998	102,1	1998	87						
1999	102	1999	86						
2000	102	2000	86						
2001	101,9	2001	87						
2002	101,8	2002	87						
2003	101,8	2003	88						
2004	101,6	2004	88						
2005	101,5	2005	87						
2006	101,5	2006	86						
2007	101,4	2007	86						
2008	101,3	2008	86						
2009	101,3	2009	86						
2010	101,1	2010	85						
2011	101	2011	85						
2012	101	2012	84						
2013	100,9	2013	84						
2014	100,9	2014	84						
2015	100,8	2015	83						
2016	100,6	2016	83						
2017	100,5	2017	82						
2018	100,5	2018	82						
2019	100,5	2019	83						
2020	100,4	2020	83						
2021	100,3	2021	83						
2022	100,3	2022	83						
2023	100,1	2023	84						
2024	100	2024	83						
2025	100	2025	82						
2026	100	2026	82						
2027	99,9	2027	81						
2028	99,8	2028	81						
2029	99,8	2029	80						
2030	99,6	2030	79						
2031	99,5	2031	79						
2032	99,5	2032	80						
2033	99,5	2033	80						
2034	99,4	2034	80						
2035	99,4	2035	80						
2036	99,3	2036	80						
2037	99,1	2037	79						
2038	99,1	2038	78						
2039	99	2039	78						
2040	99	2040	77						
2041	99	2041	77						
2042	98,9	2042	78						
2043	98,8	2043	78						
2044	98,8	2044	78						
2045	98,6	2045	77						
2046	98,6	2046	76						
2047	98,5	2047	76						
2048	98,5	2048	77						
2049	98,5	2049	77						
2050	98,4	2050	77						
2051	98,3	2051	76						
2052	98,3	2052	76						
2053	98,1	2053	77						
2054	98	2054	76						
2055	98	2055	75						
2056	98	2056	75						
2057	97,9	2057	75						
2058	97,9	2058	74						
2059	97,8	2059	75						
2060	97,8	2060	75						
2061	97,6	2061	74						
2062	97,5	2062	74						
2063	97,5	2063	75						
2064	97,5	2064	75						
2065	97,4	2065	75						
2066	97,4	2066	74						
2067	97,3	2067	75						
2068	97,3	2068	74						
2069	97,1	2069	73						
2070	97	2070	73						
2071	97	2071	74						
2072	97	2072	73						
2073	96,9	2073	73						
2074	96,9	2074	73						
2075	96,9	2075	73						
2076	96,8	2076	73						
2077	96,6	2077	72						
2078	96,6	2078	71						
2079	96,5	2079	72						
2080	96,5	2080	72						
2081	96,5	2081	73						
2082	96,4	2082	73						
2083	96,4	2083	72						
2084	96,4	2084	72						
2085	96,3	2085	72						
2086	96,3	2086	72						
2087	96,1	2087	72						
2088	96,1	2088	71						
2089	96	2089	71						
2090	96	2090	71						
2091	96	2091	71						
2092	95,9	2092	71						
2093	95,9	2093	70						
2094	95,8	2094	69						
2095	95,8	2095	70						
2096	95,6	2096	70						
2097	95,6	2097	70						
2098	95,6	2098	69						
2099	95,5	2099	69						
2100	95,5	2100	69						
2101	95,5	2101	69						
2102	95,4	2102	69						
2103	95,4	2103	68						
2104	95,3	2104	67						
2105	95,3	2105	67						
2106	95,1	2106	68						
2107	95,1	2107	69						
2108	95	2108	69						
2109	95	2109	69						
2110	95	2110	69						
2111	95	2111	70						
2112	95	2112	70						
2113	94,9	2113	69						
2114	94,9	2114	69						
2115	94,8	2115	69						
2116	94,8	2116	68						
2117	94,6	2117	68						
2118	94,6	2118	68						
2119	94,5	2119	67						
2120	94,5	2120	66						
2121	94,5	2121	66						
2122	94,5	2122	67						
2123	94,5	2123	67						
2124	94,5	2124	67						
2125	94,4	2125	68						
2126	94,4	2126	67						
2127	94,4	2127	67						
2128	94,3	2128	67						
2129	94,3	2129	67						
2130	94,3	2130	67						
2131	94,1	2131	67						
2132	94,1	2132	67						
2133	94,1	2133	67						
2134	94	2134	66						
2135	94	2135	66						
2136	94	2136	67						
2137	94	2137	68						
2138	94	2138	67						
2139	93,9	2139	67						
2140	93,9	2140	66						
2141	93,8	2141	65						
2142	93,8	2142	65						
2143	93,8	2143	65						
2144	93,6	2144	65						
2145	93,6	2145	65						
2146	93,6	2146	65						
2147	93,6	2147	65						
2148	93,5	2148	65						
2149	93,5	2149	65						
2150	93,5	2150	65						
2151	93,5	2151	64						
2152	93,5	2152	65						
2153	93,4	2153	64						
2154	93,4	2154	64						
2155	93,3	2155	64						
2156	93,3	2156	64						
2157	93,3	2157	65						
2158	93,1	2158	65						
2159	93,1	2159	64						
2160	93	2160	64						
2161	93	2161	64						
2162	93	2162	64						
2163	93	2163	65						
2164	93	2164	65						
2165	93	2165	64						
2166	93	2166	64						
2167	93	2167	64						
2168	93	2168	64						
2169	92,9	2169	64						
2170	92,9	2170	63						
2171	92,9	2171	63						
2172	92,9	2172	64						
2173	92,8	2173	64						
2174	92,8	2174	64						
2175	92,8	2175	64						
2176	92,8	2176	64						
2177	92,6	2177	64						
2178	92,6	2178	63						
2179	92,6	2179	63						
2180	92,6	2180	62						
2181	92,5	2181	63						
2182	92,5	2182	64						
2183	92,5	2183	64						
2184	92,5	2184	64						
2185	92,5	2185	63						
2186	92,5	2186	63						
2187	92,5	2187	63						
2188	92,5	2188	63						
2189	92,5	2189	63						
2190	92,4	2190	63						
2191	92,4	2191	63						
2192	92,4	2192	62						
2193	92,4	2193	62						
2194	92,4	2194	63						
2195	92,4	2195	62						
2196	92,3	2196	63						
2197	92,3	2197	62						
2198	92,3	2198	63						
2199	92,1	2199	63						
2200	92,1	2200	62						
2201	92,1	2201	62						
2202	92,1	2202	62						
2203	92,1	2203	61						
2204	92,1	2204	61						
2205	92	2205	62						
2206	92	2206	62						
2207	92	2207	62						
2208	92	2208	61						
2209	92	2209	62						
2210	92	2210	62						
2211	92	2211	62						
2212	92	2212	61						
2213	92	2213	61						
2214	92	2214	61						
2215	92	2215	61						
2216	92	2216	61						
2217	92	2217	62						
2218	92	2218	61						
2219	92	2219	61						
2220	92	2220	61						
2221	91,9	2221	62						
2222	91,9	2222	62						
2223	91,9	2223	62						
2224	91,9	2224	61						
2225	91,9	2225	61						
2226	91,9	2226	61						
2227	91,9	2227	62						
2228	91,8	2228	61						
2229	91,8	2229	60						
2230	91,8	2230	61						
2231	91,8	2231	61						
2232	91,8	2232	61						
2233	91,8	2233	61						
2234	91,8	2234	61						
2235	91,6	2235	61						
2236	91,6	2236	61						
2237	91,6	2237	61						
2238	91,6	2238	61						
2239	91,6	2239	61						
2240	91,6	2240	62						
2241	91,6	2241	61						
2242	91,6	2242	61						
2243	91,6	2243	62						
2244	91,5	2244	62						
2245	91,5	2245	61						
2246	91,5	2246	60						
2247	91,5	2247	61						
2248	91,5	2248	62						
2249	91,5	2249	61						
2250	91,5	2250	60						
2251	91,5	2251	61						
2252	91,5	2252	62						
2253	91,5	2253	62						
2254	91,5	2254	61						
2255	91,5	2255	61						
2256	91,5	2256	62						
2257	91,5	2257	61						
2258	91,5	2258	61						
2259	91,5	2259	61						
2260	91,5	2260	60						
2261	91,5	2261	60						
2262	91,5	2262	62						
2263	91,5	2263	62						
2264	91,5	2264	61						
2265	91,5	2265	61						
2266	91,5	2266	61						
2267	91,5	2267	61						
2268	91,5	2268	60						
2269	91,5	2269	61						
2270	91,5	2270	62						
2271	91,5	2271	61						
2272	91,5	2272	61						
2273	91,5	2273	61						
2274	91,5	2274	61						
2275	91,5	2275	60						
2276	91,5	2276	60						
2277	91,5	2277	60						
2278	91,5	2278	60						
2279	91,5	2279	60						
2280	91,5	2280	60						
2281	91,5	2281	62						
2282	91,5	2282	62						
2283	91,5	2283	60						
2284	91,5	2284	61						
2285	91,5	2285	62						
2286	91,5	2286	62						
2287	91,5	2287	61						
2288	91,5	2288	61						
2289	91,4	2289	62						
2290	91,4	2290	61						
2291	91,4	2291	60						
2292	91,4	2292	60						
2293	91,4	2293	61						
2294	91,4	2294	61						
2295	91,4	2295	61						
2296	91,4	2296	61						
2297	91,4	2297	61						
2298	91,4	2298	61						
2299	91,4	2299	61						
2300	91,3	2300	60						
2301	91,4	2301	60						
2302	91,3	2302	61						
2303	91,3	2303	61						
2304	91,3	2304	61						
2305	91,3	2305	60						
2306	91,3	2306	60						
2307	91,3	2307	60						
2308	91,3	2308	60						
2309	91,3	2309	60						
2310	91,3	2310	60						
2311	91,3	2311	60						
2312	91,3	2312	59						
2313	91,3	2313	60						
2314	91,3	2314	60						
