Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
312	42,7	312	0
313	42,7	313	0
314	42,9	314	0
315	42,9	315	0
316	42,9	316	0
317	43	317	0
318	43	318	0
319	43	319	0
320	43	320	0
321	43	321	0
322	43,2	322	0
323	43,2	323	0
324	43,2	324	0
325	43,2	325	0
326	43,2	326	0
327	43,4	327	0
328	43,4	328	0
329	43,4	329	0
330	43,5	330	0
331	43,5	331	0
332	43,5	332	0
333	43,5	333	0
334	43,5	334	0
335	43,7	335	0
336	43,7	336	0
337	43,7	337	0
338	43,7	338	0
339	43,7	339	0
340	43,7	340	0
341	43,9	341	0
342	43,9	342	0
343	43,9	343	0
344	44	344	0
345	44	345	0
346	44	346	0
347	44	347	0
348	44	348	0
349	44	349	0
350	44	350	0
351	44,2	351	0
352	44,2	352	0
353	44,2	353	0
354	44,2	354	0
355	44,2	355	0
356	44,2	356	0
357	44,2	357	0
358	44,4	358	0
359	44,4	359	0
360	44,4	360	0
361	44,4	361	0
362	44,5	362	0
363	44,5	363	0
364	44,5	364	0
365	44,5	365	0
366	44,5	366	0
367	44,5	367	0
368	44,7	368	0
369	44,7	369	0
370	44,7	370	0
371	44,7	371	0
372	44,7	372	0
373	44,7	373	0
374	44,7	374	0
375	44,9	375	0
376	44,9	376	0
377	44,9	377	0
378	45	378	0
379	45	379	0
380	45	380	0
381	45	381	0
382	45	382	0
383	45,2	383	0
384	45,2	384	0
385	45,2	385	0
386	45,2	386	0
387	45,2	387	0
388	45,4	388	0
389	45,4	389	0
390	45,5	390	0
391	45,5	391	0
392	45,5	392	0
393	45,5	393	0
394	45,5	394	0
395	45,7	395	0
396	45,7	396	0
397	45,7	397	0
398	45,7	398	0
399	45,9	399	0
400	45,9	400	0
401	46	401	0
402	46	402	0
403	46	403	0
404	46	404	0
405	46,2	405	0
406	46,2	406	0
407	46,2	407	0
408	46,2	408	0
409	46,2	409	0
410	46,4	410	0
411	46,4	411	0
412	46,4	412	0
413	46,5	413	0
414	46,5	414	0
415	46,5	415	0
416	46,5	416	0
417	46,7	417	0
418	46,7	418	0
419	46,7	419	0
420	46,7	420	0
421	46,9	421	0
422	46,9	422	0
423	47	423	0
424	47	424	0
425	47	425	0
426	47	426	0
427	47	427	0
428	47,2	428	0
429	47,2	429	0
430	47,2	430	0
431	47,2	431	0
432	47,2	432	0
433	47,2	433	0
434	47,4	434	0
435	47,4	435	0
436	47,5	436	0
437	47,5	437	0
438	47,5	438	0
439	47,5	439	0
440	47,5	440	0
441	47,5	441	0
442	47,7	442	0
443	47,7	443	0
444	47,7	444	0
445	47,7	445	0
446	47,9	446	0
447	47,9	447	0
448	48	448	0
449	48	449	0
450	48	450	0
451	48	451	0
452	48,2	452	0
453	48,2	453	0
454	48,2	454	0
455	48,2	455	0
456	48,4	456	0
457	48,5	457	0
458	48,5	458	0
459	48,5	459	0
460	48,7	460	0
461	48,7	461	0
462	48,7	462	0
463	48,9	463	0
464	48,9	464	0
465	49	465	0
466	49	466	0
467	49,2	467	0
468	49,2	468	0
469	49,2	469	0
470	49,4	470	0
471	49,5	471	0
472	49,5	472	0
473	49,5	473	0
474	49,5	474	0
475	49,7	475	0
476	49,7	476	0
477	49,7	477	0
478	49,9	478	0
479	49,9	479	0
480	50	480	0
481	50	481	0
482	50	482	0
483	50,2	483	0
484	50,2	484	0
485	50,2	485	0
